U13;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
880001;Munkás Együttmuködés részére Benzin;T1600;5;1900;2000;industrial_engineering;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880002;Munkás Együttmuködés részére Mérnök-tudomány;T1601;4;1900;2000;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880003;Munkás Együttmuködés részére Fegyverzet;T1602;3;1900;2000;mechanics;artillery;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880004;Munkás Együttmuködés részére Repüléstan;T1604;5;1900;2000;aeronautics;industrial_engineering;technical_efficiency;electronics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880005;Magyar Hozzátartozók Légiero;T1602;5;1900;2000;aeronautics;technical_efficiency;electronics;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880006;Munkás Egyesülés MOLAJ;T1606;6;1944;2000;industrial_engineering;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880007;Ferenc Szombathelyi;T1607;4;1930;1960;small_unit_tactics;decentralized_execution;combined_arms_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880008;Gyorgy de Brody;T1608;5;1940;1960;fighter_tactics;piloting;training;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880009;Roland Eötvös University;T1610;4;1900;2000;nuclear_physics;nuclear_engineering;mathematics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880010;János Vörös;T1611;4;1930;1960;combined_arms_focus;centralized_execution;large_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880011;Zoltán Bay;T1614;5;1930;2000;electronics;management;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
880012;Munkás Army;100494;3;1900;2000;infantry_focus;small_unit_tactics;decentralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
