U03;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
830001;Indochina Railways;100631;3;1900;2000;mechanics;industrial_engineering;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830002;Cement Hai Phong;100632;2;1900;2000;chemistry;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830003;Saigon Arsenal;100633;2;1900;2000;naval_engineering;naval_artillery;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830004;Hanoi Arsenal;T9800;2;1900;2000;mechanics;artillery;general_equipment;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830005;Indochina University;100634;1;1906;2000;mathematics;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830006;Renault;100635;2;1914;2000;mechanics;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830007;Air Orient;100636;1;1928;2000;aeronautics;mechanics;aircraft_testing;fighter_design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830008;Tan Son Nhat Air Base;100637;1;1930;2000;aeronautics;chemistry;aircraft_testing;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830009;Louis Kahn;100638;2;1935;1940;naval_artillery;submarine_tactics;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830010;Jean Decoux;100639;2;1940;1945;small_taskforce_tactics;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830011;Leon Georges Gustave Lombard;team_noimage;2;1900;1932;infantry_focus;individual_courage;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830012;Paul Legentilhomme;100640;1;1920;1940;infantry_focus;centralized_execution;small_unit_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830013;Albert Louis Marie Huguet;team_noimage;1;1900;1918;small_taskforce_tactics;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830014;Pierre Pouyade;100641;2;1940;2000;fighter_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830015;EMIA de Dalat;100642;1;1945;2000;infantry_focus;small_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830016;Alexandre Yersin;100643;4;1900;1943;chemistry;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
830017;Pasteur Institute;100485;2;1900;2000;chemistry;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
