U01;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
820001;F. & I. Joliot-Curie;T1405;6;1946;1958;nuclear_physics;nuclear_engineering;mathematics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
820002;Jean-Jacques Barre;T1406;3;1930;2000;rocketry;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
820003;Schneider;100118;4;1930;2000;vehicle_engineering;mechanics;electronics;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
820004;Charles de Gaulle;T1416;7;1930;2000;small_unit_tactics;decentralized_execution;individual_courage;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
820005;Etienne Schlumberger;T1417;4;1930;2000;large_taskforce_tactics;naval_training;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
820006;Francois Darlan;T1418;3;1942;1951;large_taskforce_tactics;naval_training;centralized_execution;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
820007;Francois d'Astier de la Vigerie;T1419;3;1930;1956;fighter_tactics;piloting;training;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
820008;Marcel Gensoul;T1420;4;1930;1942;large_taskforce_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
820009;Martial Valin;T1421;6;1930;2000;fighter_tactics;piloting;training;bomber_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
820010;Raoul Salan;T1428;4;1942;1960;centralized_execution;combined_arms_focus;individual_courage;infantry_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
820011;Alphonse Juin;T1429;5;1942;1962;centralized_execution;large_unit_tactics;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
