U73;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
1180001;Folland Aircraft;T97300;4;1937;2000;aeronautics;electronics;technical_efficiency;chemistry;rocketry;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180002;AWE Aldermaston;T97301;4;1947;2000;nuclear_physics;nuclear_engineering;chemistry;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180003;Enfield Arsenal;T305;5;1900;2000;mechanics;artillery;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180004;English Electric Company;T306;6;1900;2000;electronics;aeronautics;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180005;Fairey Aviation;T97305;6;1900;2000;aeronautics;electronics;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180006;Swan Hunter and Wigham Richardson;T97306;6;1900;2000;naval_engineering;naval_artillery;aeronautics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180007;Vauxhall;T315;5;1900;2000;mechanics;chemistry;artillery;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180008;Rover;T97308;8;1900;2000;mechanics;artillery;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180009;English Army;T97309;4;1900;2000;centralized_execution;large_unit_tactics;combined_arms_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180010;English Air Force;T97310;3;1900;2000;fighter_tactics;aircraft_testing;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180011;English Navy;T97311;3;1900;2000;small_taskforce_tactics;naval_training;decentralized_execution;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180012;University of Oxford;T97312;4;1900;2000;management;mechanics;chemistry;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180013;Roy Courlander;100619;2;1944;2000;small_unit_tactics;decentralized_execution;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180014;James H. Wilkinson;100620;5;1940;2000;electronics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1180015;Paul A. M. Dirac;100621;6;1937;2000;mathematics;nuclear_physics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
