U19;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
910001;Arbeidere Forening Raufoss;T2504;5;1900;2000;general_equipment;artillery;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
910002;Folks Naval Gardsplass Horten;100247;3;1900;2000;naval_engineering;naval_artillery;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
910003;Samarbeidende for Aeronautisk;T2501;4;1900;2000;aeronautics;technical_efficiency;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
910004;Arbeidere Forening Kongsberg;100248;4;1900;2000;general_equipment;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
910005;Kvaerner Samarbeidende;T2503;6;1900;2000;naval_engineering;chemistry;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
910006;Carl Gustav Fleischer;T2505;4;1930;2000;small_unit_tactics;decentralized_execution;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
910007;Folks Luftvapenet av Norge;T2506;3;1900;2000;bomber_tactics;centralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
910008;Folks Marine av Norge;T2507;3;1900;2000;naval_training;seamanship;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
910009;Odd Hassel;T2508;5;1930;2000;management;chemistry;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
910010;Folks National Army Norge;100498;3;1900;2000;large_unit_tactics;centralized_execution;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
