U66;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
1145001;Arturo Crocco;T1800;3;1930;2000;rocketry;aeronautics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145002;Beretta;T1801;3;1900;2000;training;general_equipment;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145003;Breda;T1802;3;1900;2000;munitions;general_equipment;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145004;Bruno de Finetti;T1803;4;1940;2000;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145005;Ansaldo;T1804;3;1900;2000;naval_engineering;naval_artillery;electronics;mechanics;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145006;Cantieri Navali Riuniti;T1805;3;1900;2000;naval_engineering;technical_efficiency;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145007;Caproni;100174;3;1900;2000;aeronautics;aircraft_testing;munitions;bomber_design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145008;FIAT;T1808;3;1900;2000;mechanics;artillery;management;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145009;Guido Fubini;100175;3;1930;1939;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145010;Savoia-Marchetti;T1811;3;1900;2000;aeronautics;aircraft_testing;naval_artillery;bomber_design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145011;Lancia;100177;3;1900;2000;mechanics;vehicle_engineering;technical_efficiency;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145012;Arturo Riccardi;T1813;2;1940;2000;large_taskforce_tactics;naval_training;seamanship;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145013;Domenico Cavagnari;T1814;2;1930;1942;large_taskforce_tactics;naval_training;seamanship;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145014;Italo Balbo;T1815;4;1930;1960;bomber_tactics;centralized_execution;piloting;fighter_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145015;Giovanni Messe;T1816;3;1943;2000;small_unit_tactics;decentralized_execution;combined_arms_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145016;Pietro Badoglio;T1817;2;1930;1945;training;centralized_execution;infantry_focus;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145017;Rino Fougier;T1818;2;1940;2000;bomber_tactics;centralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145018;Rodolfo Graziani;T1819;2;1930;1955;training;combined_arms_focus;decentralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145019;Giulio Natta;T1821;3;1930;2000;chemistry;management;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145020;Piaggio;100178;4;1900;2000;bomber_design;aeronautics;technical_efficiency;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145021;Astaldi;100179;3;1900;2000;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145022;Scuola Centrale di Alpinismo;100180;3;1900;2000;small_unit_tactics;mountain_training;airborne_training;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145023;Steaua Romana Refineries;T2901;3;1900;2000;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145024;UDR Factories;T2902;3;1900;2000;mechanics;artillery;training;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145025;IAR;T2903;4;1900;2000;aeronautics;fighter_design;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145026;Malaxa Works;T2904;3;1900;2000;chemistry;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145027;Uzinele Metalurgice CMC;T2906;3;1900;2000;artillery;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145028;MAN;T2907;4;1900;2000;industrial_engineering;mechanics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1145029;Emanoil Ionescu;T2908;4;1944;2000;bomber_tactics;combined_arms_focus;fighter_tactics;training;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
