U02;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
825001;Garden Reach Workshop;T23002;4;1900;2000;naval_engineering;electronics;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825002;Hindustan Aircraft Limited;T11403;3;1940;2000;aeronautics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825003;J.R.D. Tata;T11407;2;1900;2000;industrial_engineering;technical_efficiency;aeronautics;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825004;Mazagon Dock Limited;T11408;4;1900;2000;naval_engineering;naval_artillery;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825005;Indian Military Academy;T11410;4;1900;2000;training;artillery;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825006;University of Delhi;T11412;3;1900;2000;management;chemistry;mechanics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825007;Venkata Raman;T11415;4;1930;2000;management;training;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825008;Archibald Wavell;T10805;6;1942;1947;centralized_execution;large_unit_tactics;combined_arms_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825009;Frank Messervy;T11417;4;1942;1947;small_unit_tactics;infantry_focus;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825010;Victor Lord Linlithgow;T11418;3;1930;1943;large_unit_tactics;centralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825011;William E. Parry;T11419;4;1930;1958;naval_training;centralized_execution;small_taskforce_tactics;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825012;Royal Indian Air Force;100346;3;1930;1964;bomber_tactics;training;piloting;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825013;Indian Government Railways;T11406;3;1900;2000;mechanics;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825014;Tata Steel;100161;3;1907;2000;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825015;Prafulla Chandra Roy;100162;2;1889;1937;management;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825016;Indian Association for Cultivation of Science;100163;2;1876;2000;mathematics;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825017;Bengal Chemicals and Pharmaceuticals;100164;3;1901;2000;medicine;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825018;Burmah Oil;100347;4;1886;2000;industrial_engineering;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825019;Allahabad University;100165;3;1887;2000;management;chemistry;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
825020;Command and Staff College;100348;3;1907;2000;training;centralized_execution;small_unit_tactics;infantry_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
