U15;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
890001;Trabalhador Cooperativa de Naval;T2800;4;1900;2000;naval_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
890002;Oficinas Gerais de Material Aeronautico;T2801;3;1930;2000;aeronautics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
890003;Povos Naval Jarda;T2802;3;1900;2000;naval_engineering;technical_efficiency;naval_artillery;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
890004;Caminhos de Ferro Portugueses;T2803;5;1900;2000;industrial_engineering;mechanics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
890005;Jose Norton de Matos;T2804;3;1930;1938;small_unit_tactics;centralized_execution;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
890006;Francisco Soares;T2805;4;1930;2000;small_unit_tactics;decentralized_execution;combined_arms_focus;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
890007;Oficinas Gerais de Material de Engenharia;T2806;3;1900;2000;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
890008;Trabalhadores Coletivo de Fabrica Militar;T2807;3;1900;2000;artillery;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
890009;Escola Naval;T2808;3;1900;2000;small_taskforce_tactics;seamanship;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
890010;Academia da Forza Aerea;T2809;3;1930;2000;training;fighter_tactics;bomber_tactics;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
890011;Escola Militar;100445;3;1900;1938;large_unit_tactics;centralized_execution;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
