U78;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
1205001;Costa Rican Oil;T5900;2;1900;2000;industrial_engineering;mechanics;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205002;IDC;T5901;3;1900;2000;general_equipment;training;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205003;Minas d'Oro de CDC;T5902;3;1900;2000;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205004;United Fruit Company;T5209;3;1900;2000;mechanics;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205005;Caucho Semillero S.A.;T7900;2;1900;2000;chemistry;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205006;Mahler Fruta S.A.;T7901;1;1900;2000;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205007;Universidad de San Carlos de Guatemala;T7903;2;1900;2000;mechanics;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205008;Banco Honduras S.A.;T7800;2;1900;2000;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205009;Penitenciaria Central S.A.;T7801;2;1900;2000;chemistry;general_equipment;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205010;Escuela de Aviación Militar;T7803;5;1930;2000;piloting;aircraft_testing;fighter_tactics;bomber_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205011;Nicaraguan Oil;T5800;2;1900;2000;industrial_engineering;mechanics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205012;NSSL;T5801;3;1900;2000;general_equipment;training;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205013;Compañía d'Oro de Divisadero;T8000;3;1900;2000;chemistry;management;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205014;Compañía Imberton;T8001;3;1900;2000;management;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205015;Ferretería Ferrominera;T8002;4;1900;2000;industrial_engineering;general_equipment;management;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205016;Lido Industrias;T8003;5;1900;2000;general_equipment;artillery;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205017;Puerto de Acajutla;T8004;3;1900;2000;naval_engineering;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205018;National Army;T97818;3;1900;2000;infantry_focus;training;large_unit_tactics;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205019;National Armada;T97819;3;1900;2000;small_taskforce_tactics;naval_training;seamanship;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1205020;Ministry of Science & Technology;T97820;5;1930;2000;electronics;mathematics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
