U10;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
865001;Artilleriebouw Rotterdam VV;T2300;4;1900;2000;artillery;chemistry;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865002;Nederlandse Volkspantserbouw;T2301;5;1900;2000;mechanics;technical_efficiency;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865003;Kampwetenschappen der NSU;T2303;5;1900;2000;mechanics;artillery;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865004;Nieuwe Nederlandse Maatschappij;T2304;5;1900;2000;naval_engineering;electronics;technical_efficiency;aeronautics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865005;Algemene Vereniging voor de Luchtvaart;T2305;6;1900;1966;aeronautics;technical_efficiency;electronics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865006;Shell VV;T2307;7;1900;2000;industrial_engineering;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865007;Nederlandse Scheepswerven;T2308;6;1900;2000;naval_engineering;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865008;Nederlandse Volksleger;T2309;4;1900;1940;infantry_focus;centralized_execution;small_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865009;Nederlandse Kampmaatschappij;T2311;4;1900;1940;fighter_tactics;training;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865010;Philips VV;100157;7;1936;2000;electronics;mathematics;technical_efficiency;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865011;Gerben Wagenaar;100354;5;1934;2000;decentralized_execution;small_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865012;Anton Pannekoek;100355;4;1930;1960;technical_efficiency;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865013;Volks Luchtvaart Maatschappij;100356;3;1930;2000;fighter_tactics;training;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865014;Nederlandse Havenarbeidersmaatschappij;100357;5;1900;2000;naval_engineering;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865015;Henk Gortzak;100358;5;1930;2000;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865016;Jacob Brandsteder;100359;4;1930;1962;naval_training;seamanship;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
865017;Nationaal Volksbureau voor Wetenschappelijke Onderzoeken;100360;3;1900;2000;mechanics;technical_efficiency;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
