U42;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
1025001;Generalverkehrsdirektion Osten;100559;3;1936;2000;industrial_engineering;technical_efficiency;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025002;Organisation Todt;100560;4;1936;2000;industrial_engineering;general_equipment;management;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025003;RMfdbO;100561;3;1936;2000;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025004;Paul Ludwig Ewald von Kleist;100564;4;1936;2000;training;blitzkrieg_tactics;combined_arms_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025005;Yerevan State University;T9500;2;1900;2000;management;chemistry;mechanics;mathematics;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025006;Ministry of defence;T9501;5;1900;2000;large_unit_tactics;centralized_execution;large_unit_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025007;Military Aviation Institute;T9504;4;1920;2000;piloting;fighter_tactics;combined_arms_focus;bomber_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025008;Tbilisi Aerospace Manufacturing;T11100;5;1930;2000;aeronautics;rocketry;fighter_design;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025009;Tbilisi State University;T11101;2;1931;2000;management;chemistry;mechanics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025010;Tbilisi Military Academy;T10401;3;1931;2000;large_unit_tactics;centralized_execution;infantry_focus;training;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025011;Batumi Naval Academy;T10402;2;1930;2000;naval_artillery;small_taskforce_tactics;submarine_tactics;large_taskforce_tactics;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025012;Tbilisi State University;T11101;2;1890;1930;chemistry;mechanics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025013;Military School in Tbilisi;100422;1;1890;2000;small_unit_tactics;centralized_execution;infantry_focus;training;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025014;Central Scientific Archive of Georgia;100423;1;1890;2000;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1025015;Physical Obervatory in Tbilisi;100424;2;1890;2000;mathematics;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
