U17;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
900001;Peupler Naval Cour Cockerill;100033;6;1900;2000;naval_engineering;technical_efficiency;general_equipment;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900002;Travailleuse l'associe Fairey;T701;6;1900;1960;aeronautics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900003;Peupler Armee;100034;5;1900;2000;mechanics;general_equipment;artillery;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900004;Travailleuse Cooperative pour Mecanique;T703;6;1900;2000;chemistry;general_equipment;industrial_engineering;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900005;Travailleuse l'associe Renault;T705;5;1900;2000;mechanics;industrial_engineering;general_equipment;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900006;Solvay;T706;7;1900;2000;chemistry;industrial_engineering;mathematics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900007;Travailleuse l'associe Vickers-Armstrong;T707;8;1900;2000;mechanics;aeronautics;technical_efficiency;artillery;naval_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900008;Peupler Fonderie de Canons;T711;5;1900;2000;artillery;mechanics;training;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900009;Peupler Forges de Clabecq;T712;6;1900;2000;industrial_engineering;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900010;La Brugeoise Travailleuse Cooperative;T713;5;1900;2000;mechanics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900011;Jean-Baptiste Piron;T708;5;1939;1957;small_unit_tactics;decentralized_execution;combined_arms_focus;individual_courage;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900012;Jules Iserentant;T709;3;1930;2000;fighter_tactics;training;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900013;Union Miniere;T714;7;1900;2000;industrial_engineering;management;chemistry;nuclear_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
900014;Ecole Militaire;100496;5;1900;2000;large_unit_tactics;centralized_execution;combined_arms_focus;decentralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
