AFG;1st Afghan Corps
AFG;2nd Afghan Corps
AFG;3rd Afghan Corps
AFG;4th Afghan Corps
AFG;5th Afghan Corps
AFG;6th Afghan Corps
AFG;7th Afghan Corps
AFG;8th Afghan Corps
AFG;9th Afghan Corps
AFG;10th Afghan Corps
AFG;11th Afghan Corps
AFG;12th Afghan Corps
AFG;13th Afghan Corps
AFG;14th Afghan Corps
AFG;15th Afghan Corps
AFG;16th Afghan Corps
AFG;17th Afghan Corps
AFG;18th Afghan Corps
AFG;19th Afghan Corps
AFG;20th Afghan Corps
AFG;21st Afghan Corps
AFG;22nd Afghan Corps
AFG;23rd Afghan Corps
AFG;24th Afghan Corps
AFG;25th Afghan Corps
AFG;26th Afghan Corps
AFG;27th Afghan Corps
AFG;28th Afghan Corps
AFG;29th Afghan Corps
AFG;30th Afghan Corps
AFG;31st Afghan Corps
AFG;32nd Afghan Corps
AFG;33rd Afghan Corps
AFG;34th Afghan Corps
AFG;35th Afghan Corps
AFG;36th Afghan Corps
AFG;37th Afghan Corps
AFG;38th Afghan Corps
AFG;39th Afghan Corps
AFG;40th Afghan Corps
AFG;41st Afghan Corps
AFG;42nd Afghan Corps
AFG;43rd Afghan Corps
AFG;44th Afghan Corps
AFG;45th Afghan Corps
AFG;46th Afghan Corps
AFG;47th Afghan Corps
AFG;48th Afghan Corps
AFG;49th Afghan Corps
AFG;50th Afghan Corps
ALB;Korpusit I Shqipëtare
ALB;Korpusit II Shqipëtare
ALB;Korpusit III Shqipëtare
ALB;Korpusit IV Shqipëtare
ALB;Korpusit V Shqipëtare
ALB;Korpusit VI Shqipëtare
ALB;Korpusit VII Shqipëtare
ALB;Korpusit VIII Shqipëtare
ALB;Korpusit IX Shqipëtare
ALB;Korpusit X Shqipëtare
ALB;Korpusit XI Shqipëtare
ALB;Korpusit XII Shqipëtare
ALB;Korpusit XIII Shqipëtare
ALB;Korpusit XIV Shqipëtare
ALB;Korpusit XV Shqipëtare
ALB;Korpusit XVI Shqipëtare
ALB;Korpusit XVII Shqipëtare
ALB;Korpusit XVIII Shqipëtare
ALB;Korpusit XIX Shqipëtare
ALB;Korpusit XX Shqipëtare
ALB;Korpusit XXI Shqipëtare
ALB;Korpusit XXII Shqipëtare
ALB;Korpusit XXIII Shqipëtare
ALB;Korpusit XXIV Shqipëtare
ALB;Korpusit XXV Shqipëtare
ALB;Korpusit XXVI Shqipëtare
ALB;Korpusit XXVII Shqipëtare
ALB;Korpusit XXVIII Shqipëtare
ALB;Korpusit XXIX Shqipëtare
ALB;Korpusit XXX Shqipëtare
ALB;Korpusit XXXI Shqipëtare
ALB;Korpusit XXXII Shqipëtare
ALB;Korpusit XXXIII Shqipëtare
ALB;Korpusit XXXIV Shqipëtare
ALB;Korpusit XXXV Shqipëtare
ALB;Korpusit XXXVI Shqipëtare
ALB;Korpusit XXXVII Shqipëtare
ALB;Korpusit XXXVIII Shqipëtare
ALB;Korpusit XXXIX Shqipëtare
ALB;Korpusit XL Shqipëtare
ALB;Korpusit XLI Shqipëtare
ALB;Korpusit XLII Shqipëtare
ALB;Korpusit XLIII Shqipëtare
ALB;Korpusit XLIV Shqipëtare
ALB;Korpusit XLV Shqipëtare
ALB;Korpusit XLVI Shqipëtare
ALB;Korpusit XLVII Shqipëtare
ALB;Korpusit XLVIII Shqipëtare
ALB;Korpusit XLIX Shqipëtare
ALB;Korpusit L Shqipëtare
ALG;1. Corps al-Jaza'ir
ALG;2. Corps al-Jaza'ir
ALG;3. Corps al-Jaza'ir
ALG;4. Corps al-Jaza'ir
ALG;5. Corps al-Jaza'ir
ALG;6. Corps al-Jaza'ir
ALG;7. Corps al-Jaza'ir
ALG;8. Corps al-Jaza'ir
ALG;9. Corps al-Jaza'ir
ALG;10. Corps al-Jaza'ir
ALG;11. Corps al-Jaza'ir
ALG;12. Corps al-Jaza'ir
ALG;13. Corps al-Jaza'ir
ALG;14. Corps al-Jaza'ir
ALG;15. Corps al-Jaza'ir
ALG;16. Corps al-Jaza'ir
ALG;17. Corps al-Jaza'ir
ALG;18. Corps al-Jaza'ir
ALG;19. Corps al-Jaza'ir
ALG;20. Corps al-Jaza'ir
ALG;21. Corps al-Jaza'ir
ALG;22. Corps al-Jaza'ir
ALG;23. Corps al-Jaza'ir
ALG;24. Corps al-Jaza'ir
ALG;25. Corps al-Jaza'ir
ALG;26. Corps al-Jaza'ir
ALG;27. Corps al-Jaza'ir
ALG;28. Corps al-Jaza'ir
ALG;29. Corps al-Jaza'ir
ALG;30. Corps al-Jaza'ir
ALG;31. Corps al-Jaza'ir
ALG;32. Corps al-Jaza'ir
ALG;33. Corps al-Jaza'ir
ALG;34. Corps al-Jaza'ir
ALG;35. Corps al-Jaza'ir
ALG;36. Corps al-Jaza'ir
ALG;37. Corps al-Jaza'ir
ALG;38. Corps al-Jaza'ir
ALG;39. Corps al-Jaza'ir
ALG;40. Corps al-Jaza'ir
ALG;41. Corps al-Jaza'ir
ALG;42. Corps al-Jaza'ir
ALG;43. Corps al-Jaza'ir
ALG;44. Corps al-Jaza'ir
ALG;45. Corps al-Jaza'ir
ALG;46. Corps al-Jaza'ir
ALG;47. Corps al-Jaza'ir
ALG;48. Corps al-Jaza'ir
ALG;49. Corps al-Jaza'ir
ALG;50. Corps al-Jaza'ir
ANG;1o Corpo de Angola
ANG;2o Corpo de Angola
ANG;3o Corpo de Angola
ANG;4o Corpo de Angola
ANG;5o Corpo de Angola
ANG;6o Corpo de Angola
ANG;7o Corpo de Angola
ANG;8o Corpo de Angola
ANG;9o Corpo de Angola
ANG;10o Corpo de Angola
ANG;11o Corpo de Angola
ANG;12o Corpo de Angola
ANG;13o Corpo de Angola
ANG;14o Corpo de Angola
ANG;15o Corpo de Angola
ANG;16o Corpo de Angola
ANG;17o Corpo de Angola
ANG;18o Corpo de Angola
ANG;19o Corpo de Angola
ANG;20o Corpo de Angola
ANG;21o Corpo de Angola
ANG;22o Corpo de Angola
ANG;23o Corpo de Angola
ANG;24o Corpo de Angola
ANG;25o Corpo de Angola
ANG;26o Corpo de Angola
ANG;27o Corpo de Angola
ANG;28o Corpo de Angola
ANG;29o Corpo de Angola
ANG;30o Corpo de Angola
ANG;31o Corpo de Angola
ANG;32o Corpo de Angola
ANG;33o Corpo de Angola
ANG;34o Corpo de Angola
ANG;35o Corpo de Angola
ANG;36o Corpo de Angola
ANG;37o Corpo de Angola
ANG;38o Corpo de Angola
ANG;39o Corpo de Angola
ANG;40o Corpo de Angola
ANG;41o Corpo de Angola
ANG;42o Corpo de Angola
ANG;43o Corpo de Angola
ANG;44o Corpo de Angola
ANG;45o Corpo de Angola
ANG;46o Corpo de Angola
ANG;47o Corpo de Angola
ANG;48o Corpo de Angola
ANG;49o Corpo de Angola
ANG;50o Corpo de Angola
ANG;51o Corpo de Angola
ANG;52o Corpo de Angola
ANG;53o Corpo de Angola
ANG;54o Corpo de Angola
ANG;55o Corpo de Angola
ANG;56o Corpo de Angola
ANG;57o Corpo de Angola
ANG;58o Corpo de Angola
ANG;59o Corpo de Angola
ANG;60o Corpo de Angola
ANG;61o Corpo de Angola
ANG;62o Corpo de Angola
ANG;63o Corpo de Angola
ANG;64o Corpo de Angola
ANG;65o Corpo de Angola
ANG;66o Corpo de Angola
ANG;67o Corpo de Angola
ANG;68o Corpo de Angola
ANG;69o Corpo de Angola
ANG;70o Corpo de Angola
ANG;71o Corpo de Angola
ANG;72o Corpo de Angola
ANG;73o Corpo de Angola
ANG;74o Corpo de Angola
ANG;75o Corpo de Angola
ANG;76o Corpo de Angola
ANG;77o Corpo de Angola
ANG;78o Corpo de Angola
ANG;79o Corpo de Angola
ANG;80o Corpo de Angola
ANG;81o Corpo de Angola
ANG;82o Corpo de Angola
ANG;83o Corpo de Angola
ANG;84o Corpo de Angola
ANG;85o Corpo de Angola
ANG;86o Corpo de Angola
ANG;87o Corpo de Angola
ANG;88o Corpo de Angola
ANG;89o Corpo de Angola
ANG;90o Corpo de Angola
ANG;91o Corpo de Angola
ANG;92o Corpo de Angola
ANG;93o Corpo de Angola
ANG;94o Corpo de Angola
ANG;95o Corpo de Angola
ANG;96o Corpo de Angola
ANG;97o Corpo de Angola
ANG;98o Corpo de Angola
ANG;99o Corpo de Angola
ANG;100o Corpo de Angola
ARA;1. Corps al-'Arabiyyah
ARA;2. Corps al-'Arabiyyah
ARA;3. Corps al-'Arabiyyah
ARA;4. Corps al-'Arabiyyah
ARA;5. Corps al-'Arabiyyah
ARA;6. Corps al-'Arabiyyah
ARA;7. Corps al-'Arabiyyah
ARA;8. Corps al-'Arabiyyah
ARA;9. Corps al-'Arabiyyah
ARA;10. Corps al-'Arabiyyah
ARA;11. Corps al-'Arabiyyah
ARA;12. Corps al-'Arabiyyah
ARA;13. Corps al-'Arabiyyah
ARA;14. Corps al-'Arabiyyah
ARA;15. Corps al-'Arabiyyah
ARA;16. Corps al-'Arabiyyah
ARA;17. Corps al-'Arabiyyah
ARA;18. Corps al-'Arabiyyah
ARA;19. Corps al-'Arabiyyah
ARA;20. Corps al-'Arabiyyah
ARA;21. Corps al-'Arabiyyah
ARA;22. Corps al-'Arabiyyah
ARA;23. Corps al-'Arabiyyah
ARA;24. Corps al-'Arabiyyah
ARA;25. Corps al-'Arabiyyah
ARA;26. Corps al-'Arabiyyah
ARA;27. Corps al-'Arabiyyah
ARA;28. Corps al-'Arabiyyah
ARA;29. Corps al-'Arabiyyah
ARA;30. Corps al-'Arabiyyah
ARA;31. Corps al-'Arabiyyah
ARA;32. Corps al-'Arabiyyah
ARA;33. Corps al-'Arabiyyah
ARA;34. Corps al-'Arabiyyah
ARA;35. Corps al-'Arabiyyah
ARA;36. Corps al-'Arabiyyah
ARA;37. Corps al-'Arabiyyah
ARA;38. Corps al-'Arabiyyah
ARA;39. Corps al-'Arabiyyah
ARA;40. Corps al-'Arabiyyah
ARA;41. Corps al-'Arabiyyah
ARA;42. Corps al-'Arabiyyah
ARA;43. Corps al-'Arabiyyah
ARA;44. Corps al-'Arabiyyah
ARA;45. Corps al-'Arabiyyah
ARA;46. Corps al-'Arabiyyah
ARA;47. Corps al-'Arabiyyah
ARA;48. Corps al-'Arabiyyah
ARA;49. Corps al-'Arabiyyah
ARA;50. Corps al-'Arabiyyah
ARG;I Cuerpo de Ejército argentino
ARG;II Cuerpo de Ejército argentino
ARG;III Cuerpo de Ejército argentino
ARG;IV Cuerpo de Ejército argentino
ARG;V Cuerpo de Ejército argentino
ARG;VI Cuerpo de Ejército argentino
ARG;VII Cuerpo de Ejército argentino
ARG;VIII Cuerpo de Ejército argentino
ARG;IX Cuerpo de Ejército argentino
ARG;X Cuerpo de Ejército argentino
ARG;XI Cuerpo de Ejército argentino
ARG;XII Cuerpo de Ejército argentino
ARG;XIII Cuerpo de Ejército argentino
ARG;XIV Cuerpo de Ejército argentino
ARG;XV Cuerpo de Ejército argentino
ARG;XVI Cuerpo de Ejército argentino
ARG;XVII Cuerpo de Ejército argentino
ARG;XVIII Cuerpo de Ejército argentino
ARG;XIX Cuerpo de Ejército argentino
ARG;XX Cuerpo de Ejército argentino
ARG;XXI Cuerpo de Ejército argentino
ARG;XXII Cuerpo de Ejército argentino
ARG;XXIII Cuerpo de Ejército argentino
ARG;XXIV Cuerpo de Ejército argentino
ARG;XXV Cuerpo de Ejército argentino
ARG;XXVI Cuerpo de Ejército argentino
ARG;XXVII Cuerpo de Ejército argentino
ARG;XXVIII Cuerpo de Ejército argentino
ARG;XXIX Cuerpo de Ejército argentino
ARG;XXX Cuerpo de Ejército argentino
ARG;XXXI Cuerpo de Ejército argentino
ARG;XXXII Cuerpo de Ejército argentino
ARG;XXXIII Cuerpo de Ejército argentino
ARG;XXXIV Cuerpo de Ejército argentino
ARG;XXXV Cuerpo de Ejército argentino
ARG;XXXVI Cuerpo de Ejército argentino
ARG;XXXVII Cuerpo de Ejército argentino
ARG;XXXVIII Cuerpo de Ejército argentino
ARG;XXXIX Cuerpo de Ejército argentino
ARG;XL Cuerpo de Ejército argentino
ARG;XLI Cuerpo de Ejército argentino
ARG;XLII Cuerpo de Ejército argentino
ARG;XLIII Cuerpo de Ejército argentino
ARG;XLIV Cuerpo de Ejército argentino
ARG;XLV Cuerpo de Ejército argentino
ARG;XLVI Cuerpo de Ejército argentino
ARG;XLVII Cuerpo de Ejército argentino
ARG;XLVIII Cuerpo de Ejército argentino
ARG;XLIX Cuerpo de Ejército argentino
ARG;L Cuerpo de Ejército argentino
ARM;1-y hayastani armeyskiy korpus
ARM;2-y hayastani armeyskiy korpus
ARM;3-y hayastani armeyskiy korpus
ARM;4-y hayastani armeyskiy korpus
ARM;5-y hayastani armeyskiy korpus
ARM;6-y hayastani armeyskiy korpus
ARM;7-y hayastani armeyskiy korpus
ARM;8-y hayastani armeyskiy korpus
ARM;9-y hayastani armeyskiy korpus
ARM;10-y hayastani armeyskiy korpus
ARM;11-y hayastani armeyskiy korpus
ARM;12-y hayastani armeyskiy korpus
ARM;13-y hayastani armeyskiy korpus
ARM;14-y hayastani armeyskiy korpus
ARM;15-y hayastani armeyskiy korpus
ARM;16-y hayastani armeyskiy korpus
