U61;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1120001;Head of State;Aleksey Kaledin;1914;1918;1999;PA;popular figurehead;Medium;8832;X
1120002;Head of State;Anatoliy Nazarov;1914;1918;1999;PA;die-hard reformer;Medium;9105;X
1120003;Head of State;Pyotr Popov;1914;1960;1999;PA;benevolent gentleman;Medium;8850;X
1120004;Head of State;Pyotr Krasnov;1914;1947;1999;PA;autocratic charmer;Medium;8851;X
1120005;Head of State;Afrikan Bogayevsky;1914;1934;1999;PA;barking buffoon;Medium;8824;X
1120006;Head of Government;Mitrofan Bogayevsky;1914;1918;1999;PA;backroom backstabber;Medium;8847;X
1120007;Head of Government;Mitrofan Korzhenevsky;1914;1945;1999;PA;silent workhorse;Medium;8848;X
1120008;Foreign Minister;Afrikan Bogayevsky;1914;1934;1999;PA;iron fisted brute;Medium;8824;X
1120009;Foreign Minister;Pyotr Popov;1914;1960;1999;PA;general staffer;Medium;8850;X
1120010;Foreign Minister;Aleksandr Cheryachukin;1914;1944;1999;PA;ideological crusader;Medium;8827;X
1120011;Foreign Minister;M. A. Izmailov;1914;1945;1999;PA;great compromiser;Medium;unknownminister;X
1120012;Minister of Armament;Mitrofan Korzhenevsky;1914;1945;1999;PA;infantry proponent;Medium;8848;X
1120014;Minister of Armament;Aleksandr Nikanor;1914;1945;1999;PA;military entrepreneur;Medium;unknownminister;X
1120015;Minister of Security;Georgiy Petrovich Yanov;1914;1945;1999;PA;prince of terror;Medium;unknownminister;X
1120016;Minister of Security;Vasiliy Kaledin;1914;1945;1999;PA;crime fighter;Medium;unknownminister;X
1120017;Minister of Security;K. P. Kakyushin;1914;1945;1999;PA;silent lawyer;Medium;unknownminister;X
1120018;Minister of Security;Korneyev;1914;1945;1999;PA;back stabber;Medium;unknownminister;X
1120019;Head of Military Intelligence;P.P. Karelin;1914;1945;1999;PA;political specialist;Medium;unknownminister;X
1120020;Chief of Staff;Svyatoslav Denisov;1914;1957;1999;PA;school of fire support;Medium;9106;X
1120021;Chief of Staff;Vladimir Sidorin;1914;1943;1999;PA;school of manoeuvre;Medium;8855;X
1120022;Chief of Staff;Ivan Polyakov;1914;1969;1999;PA;school of defence;Medium;8839;X
1120023;Chief of Staff;Anatoliy Kelchevsky ;1914;1923;1999;PA;school of psychology;Medium;4577;X
1120024;Chief of Staff;Sysoi Borodin;1914;1961;1999;PA;school of mass combat;Medium;9108;X
1120025;Chief of Army;Konstantin Polyakov;1914;1945;1999;PA;decisive battle doctrine;Medium;8842;X
1120026;Chief of Army;Pyotr Popov;1914;1960;1999;PA;static defence doctrine;Medium;8850;X
1120027;Chief of Army;Svyatoslav Denisov;1914;1957;1999;PA;elastic defence doctrine;Medium;9106;X
1120028;Chief of Army;Vladimir Sidorin;1914;1943;1999;PA;Doctrine of autonomy;Medium;8855;X
1120029;Chief of Navy;Simeon Fabritsky;1914;1941;1999;PA;base control doctrine;Medium;9107;X
1120030;Chief of Navy;Ivan Kononov;1914;1959;1999;PA;open seas doctrine;Medium;8840;X
1120031;Chief of Navy;Aleksey Zayev;1914;1966;1999;PA;decisive naval battle doctrine;Medium;8828;X
1120032;Chief of Air Force;Mikhail Usov;1914;1928;1999;PA;air superiority doctrine;Medium;5519;X
1120033;Chief of Air Force;Vyacheslav Baranov;1914;1964;1999;PA;army aviation doctrine;Medium;9319;X
1120034;Minister of Armament;Vladimir Lebedev;1914;1947;1999;PA;resource industrialist;Medium;9554;X
