U92;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1275001;Head of State;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1275002;Head of Government;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1275003;Foreign Minister;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1275004;Minister of Armament;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1275005;Minister of Security;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1275006;Head of Military Intelligence;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1275007;Chief of Staff;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1275008;Chief of Army;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1275009;Chief of Navy;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1275010;Chief of Air Force;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1275011;Head of State;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1275012;Head of Government;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1275013;Foreign Minister;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1275014;Minister of Armament;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1275015;Minister of Security;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1275016;Head of Military Intelligence;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1275017;Chief of Staff;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1275018;Chief of Army;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1275019;Chief of Navy;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1275020;Chief of Air Force;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1275021;Head of State;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1275022;Head of Government;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1275023;Foreign Minister;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1275024;Minister of Armament;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1275025;Minister of Security;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1275026;Head of Military Intelligence;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1275027;Chief of Staff;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1275028;Chief of Army;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1275029;Chief of Navy;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1275030;Chief of Air Force;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
