U41;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1020001;Head of State;Erich Koch;1933;1964;1999;NS;Reichskommissar;Very High;3533;X
1020002;Head of Government;Claus Selzner;1933;1964;1999;NS;Political Protege;Very High;7207;X
1020003;Foreign Minister;Erich Koch;1933;1964;1999;NS;Iron fisted Brute;Very High;3533;X
1020004;Minister of Armament;Alfred Frauenfeld;1933;1964;1999;NS;Resource Industrialist;High;3535;X
1020005;Minister of Security;Erich Naumann;1933;1964;1999;NS;Prince of Terror;Very High;3538;X
1020006;Head of Military Intelligence;Gottlob Berger;1933;1964;1999;NS;Logistics Specialist;High;3537;X
1020007;Chief of Staff;Karl Kitzinger;1933;1964;1999;NS;School of Defence;Very High;L925;X
1020008;Chief of Army;Karl Kitzinger;1933;1964;1999;NS;Static Defence Doctrine;Very High;L925;X
1020009;Chief of Navy;Erich Raeder;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1020010;Chief of Air Force;Hermann Göring;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
1020011;Head of Military Intelligence;Leibbrandt Georg;1933;1964;1999;NS;Logistics Specialist;High;3536;X
