U55;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1090001;Chief of Navy;François Darlan;1924;1943;1967;PA;Decisive Naval Battle Doctrine;Low;M57002;X
1090002;Head of State;Phillipe Pétain;1933;1964;1999;PA;Resigned Generalissimo;High;2564;X
1090003;Foreign Minister;Maurice Bourges-Maunoury;1938;1964;1999;PA;General Staffer;High;M2066;X
1090004;Minister of Armament;Jacques de Guillebon;1938;1964;1999;PA;Resource Industrialist;Medium;M2097;X
1090005;Minister of Security;Eugene Dunoyer de Segonzac;1938;1964;1999;PA;Compassionate Gentleman;Very High;M2122;X
1090006;Head of Military Intelligence;Paul Repiton-Preneuf;1938;1964;1999;PA;Logistics Specialist;Medium;M2142;X
1090007;Chief of Army;Maxime Weygand;1929;1964;1999;PA;Elastic Defence Doctrine;Medium;5910;X
1090008;Chief of Navy;Pierre Richard;1938;1964;1999;PA;Decisive Naval Battle Doctrine;High;M2181;X
1090009;Head of State;Henri-Honoré Giraud;1940;1964;1999;PA;Weary Stiffneck;Very High;L24084;X
1090010;Head of Government;Henri-Honoré Giraud;1940;1964;1999;PA;Old General;Very High;L24084;X
1090011;Foreign Minister;Charles-Emmanuel Mast;1940;1964;1999;PA;General Staffer;High;L24224;X
1090012;Chief of Staff;Henri-Honoré Giraud;1940;1964;1999;PA;School of Fire Support;Very High;L24084;X
1090013;Head of Government;François Darlan;1933;1943;1967;PA;Old Admiral;High;M57002;X
1090014;Foreign Minister;Paul Baudouin;1924;1964;1999;PA;Iron Fisted Brute;Medium;M57003;X
1090015;Minister of Armament;Marius Berliet;1933;1964;1999;PA;laissez-faire capitalist;Medium;M57004;X
1090016;Minister of Security;Joseph Barthélemy;1924;1964;1999;PA;Silent Lawyer;Medium;M57005;X
1090017;Head of Military Intelligence;Rene Bousquet;1924;1964;1999;PA;Technical Specialist;Medium;M57006;X
1090018;Chief of Staff;Charles Huntziger;1924;1964;1999;PA;School of Defence;Medium;M57007;X
1090019;Chief of Air Force;Jean Marie Bergeret;1924;1964;1999;PA;Army Aviation Doctrine;Medium;M57010;X
1090020;Head of Government;Pierre Laval;1931;1964;1999;PA;Flamboyant Tough Guy;High;M57011;X
1090021;Foreign Minister;François Darlan;1941;1943;1967;PA;General Staffer;Low;M57002;X
1090022;Foreign Minister;Charles André Weiss;1941;1964;1999;PA;Iron Fisted Brute;Low;M57013;X
1090023;Foreign Minister;Albert Thomas;1941;1964;1999;PA;The Cloak N Dagger Schemer;Low;M57014;X
1090024;Foreign Minister;Pierre Laval;1942;1964;1999;PA;Apologetic Clerk;Medium;M57011;X
1090025;Foreign Minister;Gabriel Hanoteaux;1942;1964;1999;PA;Ideological Crusader;Medium;M57016;X
1090026;Foreign Minister;Henri de Jouvenel;1943;1964;1999;PA;Biased Intellectual;Medium;M57017;X
1090027;Foreign Minister;Arne Leroy;1943;1964;1999;PA;Great Compromiser;Medium;M57018;X
