U56;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1095001;Head of State;Olier Mordrel;1933;1964;1999;FA;Pig-headed Isolationist;High;u56mordrel;X
1095002;Head of Government;Francois Debeauvais;1933;1964;1999;NS;Happy Amateur;High;u56debeauvais;X
1095003;Foreign Minister;Alan Heusaff;1933;1964;1999;NS;Biased Intellectual;High;u56heusaff;X
1095004;Minister of Armament;Olier Mordrel;1933;1964;1999;NS;Balanced budget economy;High;u56mordrel;X
1095005;Minister of Security;Célestin Lainé;1933;1964;1999;NS;Prince of Terror;Very High;u56laine;X
1095006;Head of Military Intelligence;Morvan Lebesque;1933;1964;1999;FA;Dismal Enigma;High;u56lebesque;X
1095007;Chief of Staff;Célestin Lainé;1933;1964;1999;NS;School of Manoeuvre;Very High;u56laine;X
1095008;Chief of Army;Célestin Lainé;1933;1964;1999;NS;Guns and Butter Doctrine;Very High;u56laine;X
1095009;Chief of Air Force;Célestin Lainé;1933;1964;1999;NS;Air Superiority Doctrine;Very High;u56laine;X
1095010;Chief of Navy;Célestin Lainé;1933;1964;1999;NS;Power Projection Doctrine;Very High;u56laine;X
