U52;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1075001;Head of State;Heinrich Himmler;1933;1999;1999;NS;Local tyrant2;Very High;M108;X
1075002;Head of Government;Léon Degrelle;1933;1999;1999;NS;Old General;Very High;M511001;X
1075003;Foreign Minister;Philippe Henriot;1933;1999;1999;NS;Ideological Crusader;Very High;Philippe_Henriot;X
1075004;Minister of Armament;Jacques Doriot;1933;1999;1999;NS;Infantry Proponent;Very High;Jacques_Doriot;X
1075005;Minister of Security;Heinrich Himmler;1933;1964;1986;NS;SS Reichsfuhrer;Very High;M108;X
1075006;Head of Military Intelligence;Frédéric Martin;1933;1999;1999;NS;Dismal Enigma;Very High;unknownminister;X
1075007;Chief of Staff;Henri Fenet;1933;1999;1999;NS;School of Manoeuvre;Very High;Henri_Fenet;X
1075008;Chief of Army;Léon Gillis;1933;1999;1999;NS;Guns and Butter Doctrine;Very High;Leon_Gillis;X
1075009;Chief of Air Force;Émile Dewoitine;1933;1999;1999;PA;Army Aviation Doctrine;Medium;Emile_Dewoitine;X
1075010;Chief of Navy;Karl Dönitz;1933;1964;1964;NS;Indirect Approach Doctrine;Very High;M32;X
1075011;Foreign Minister;Charles Hueber;1933;1999;1999;NS;Iron Fisted Brute;Very High;Charles_Hueber;X
1075012;Head of State;Léon Degrelle;1933;1999;1999;NS;Powerhungry Demagogue;NA;M511001;X
1075013;Head of Government;Victor Matthys;1933;1999;1999;NS;Silent Workhorse;Very High;M15058;X
1075014;Minister of Armament;Victor Matthys;1933;1999;1999;NS;Military Entrepreneur;Very High;M15058;X
1075015;Minister of Armament;Léon Degrelle;1933;1999;1999;NS;Infantry Proponent;Very High;M511001;X
1075016;Minister of Security;Jean Vermeire;1933;1999;1999;NS;Efficient Sociopath;Very High;jean_vermeire;X
1075017;Minister of Security;John Hagemans;1933;1999;1999;NS;Man of the People;Very High;M511025;X
1075018;Chief of Staff;Léon Degrelle;1933;1999;1999;NS;School of Mass Combat;Very High;M511001;X
1075019;Chief of Army;Jean Vermeire;1933;1999;1999;NS;Static Defence Doctrine;Very High;jean_vermeire;X
1075020;Chief of Army;Léon Degrelle;1933;1999;1999;NS;Guns and Butter Doctrine;Very High;M511001;X
1075021;Minister of Security;Georges Delfanne;1933;1999;1999;NS;Efficient Sociopath;Very High;Georges_Delfanne;X
