U29;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
960001;Foreign Minister;Vasil Kolarov;1933;1964;1999;ST;Ideological Crusader;High;M19031;X
960002;Chief of Army;Tsvjatko Radojnov;1933;1964;1999;ST;Decisive Battle Doctrine;High;M19038;X
960003;Head of State;Kiril de Preslav;1944;1964;1999;LWR;Stern Imperialist;High;M19042;X
960004;Head of State;Georgi Dimitrov;1933;1964;1999;ST;Powerhungry Demagogue;High;M19032;X
960005;Head of State;Vasil Kolarov;1945;1964;1999;ST;Weary Stiffneck;High;M19031;X
960006;Head of Government;Kimon Georgiev;1944;1964;1999;LWR;Naive Optimist;High;M19059;X
960007;Head of Government;Georgi Dimitrov;1933;1964;1999;ST;Political Protege;High;M19032;X
960008;Foreign Minister;Petko Stainov;1944;1964;1999;LWR;Biased Intellectual;Medium;M19072;X
960009;Foreign Minister;Georgi Kulichev;1945;1964;1999;LWR;The Cloak N Dagger Schemer;Very High;M19073;X
960010;Foreign Minister;Vasil Kolarov;1939;1964;1999;ST;Ideological Crusader;High;M19031;X
960011;Foreign Minister;Georgi Damianov;1944;1964;1999;ST;Iron Fisted Brute;Very High;M19075;X
960012;Foreign Minister;Kimon Georgiev;1945;1964;1999;LE;General Staffer;Medium;M19059;X
960013;Minister of Armament;Petko Stoyanov;1944;1964;1999;LWR;Theoretical Scientist;Low;M19086;X
960014;Minister of Armament;Stancho Cholakov;1945;1964;1999;LWR;Administrative Genius;Medium;M19087;X
960015;Minister of Armament;Georgi Dimitrov;1933;1964;1999;ST;Military Entrepreneur;Medium;M19032;X
960016;Minister of Armament;Ivan Stefanov;1944;1964;1999;LE;Battle Fleet Proponent;Low;M19034;X
960017;Minister of Armament;Petko Kounin;1945;1964;1999;ST;Air to Ground Proponent;High;M19090;X
960018;Minister of Security;Georgi Kulichev;1944;1964;1999;LWR;Crime Fighter;Very High;M19073;X
960019;Minister of Security;Vulko Chervenkov;1933;1964;1999;ST;Prince of Terror;High;M19103;X
960020;Minister of Security;Anton Yugov;1944;1964;1999;ST;Prince of Terror;High;M19035;X
960021;Head of Military Intelligence;Georgi Kulichev;1944;1964;1999;LWR;Naval Intelligence Specialist;Very High;M19073;X
960022;Head of Military Intelligence;Traicho Kostov;1933;1964;1999;ST;Logistics Specialist;Medium;M19036;X
960023;Head of Military Intelligence;Mincho Neychev;1945;1964;1999;ST;Political Specialist;Medium;M19114;X
960024;Chief of Staff;Damjan Velchev;1944;1964;1999;LWR;School of Psychology;Medium;M19122;X
960025;Chief of Staff;Hristo Mikhailov;1933;1964;1999;ST;School of Mass Combat;Medium;M19037;X
960026;Chief of Staff;Assen Grekov;1945;1964;1999;ST;School of Manoeuvre;Medium;M19124;X
960027;Chief of Army;Mikhail Mintchev;1944;1964;1999;LWR;Guns and Butter Doctrine;Medium;M19134;X
960028;Chief of Army;Ivan Kinov;1944;1964;1999;ST;Armoured Spearhead Doctrine;Medium;M19136;X
960029;Chief of Navy;Racho Batanov;1944;1964;1999;LWR;Open Seas Doctrine;Medium;M19141;X
960030;Chief of Navy;Kiril Khalatchev;1933;1964;1999;ST;Indirect Approach Doctrine;Medium;M19039;X
960031;Chief of Navy;Stefan Tzanev;1945;1964;1999;ST;Decisive Naval Battle Doctrine;Very Low;M19143;X
960032;Chief of Air Force;Vasil Vylkov;1944;1964;1999;LWR;Vertical Envelopment Doctrine;Medium;M19149;X
960033;Chief of Air Force;Zakhari Zakhariev;1933;1964;1999;ST;Vertical Envelopment Doctrine;Medium;M19150;X
960034;Head of State;Georgi Kulichev;1945;1964;1999;LWR;Popular Figurehead;Very High;M19073;X
960035;Head of Government;Georgi Kulichev;1946;1964;1999;LWR;Happy Amateur;Very High;M19073;X
960036;Head of State;Vulko Chervenkov;1949;1964;1999;ST;Stern Imperialist;High;M19103;X
960037;Head of Government;Vasil Kolarov;1949;1964;1999;ST;Flamboyant Tough Guy;High;M19031;X
960038;Foreign Minister;Vladimir Poptomov;1949;1964;1999;ST;Iron Fisted Brute;High;M19159;X
960039;Foreign Minister;Mincho Neychev;1950;1964;1999;ST;The Cloak N Dagger Schemer;High;M19114;X
960040;Minister of Armament;Georgi Damyanov;1946;1964;1999;ST;Tank Proponent;High;M19161;X
960041;Minister of Armament;Petur Panchevski;1949;1964;1999;ST;Military Entrepreneur;High;M19162;X
960042;Minister of Security;Rusi Hristozov;1949;1964;1999;ST;Back Stabber;High;M19163;X
960043;Minister of Security;Georgi Chankov;1951;1964;1999;ST;Crooked Kleptocrat;High;M19164;X
960044;Head of Military Intelligence;Petko Kunin;1950;1964;1999;ST;Industrial Specialist;Medium;M19165;X
960045;Head of Government;Vulko Chervenkov;1950;1964;1999;ST;Happy Amateur;High;M19103;X
