U24;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
935001;Head of State;Dwight D. Eisenhower;1933;1964;1999;SL;Popular Figurehead;Very High;M6137;X
935002;Head of Government;Lucius D. Clay;1933;1964;1999;SL;Old General;Very High;L60101;X
935003;Foreign Minister;Robert D. Murphy;1933;1964;1999;SL;Ideological Crusader;Very High;1002;X
935004;Minister of Armament;William H. Draper;1933;1964;1999;SL;Administrative Genius;Very High;998;X
935005;Minister of Security;Ernest N. Harmon;1933;1964;1999;SL;Crime Fighter;Very High;999;X
935006;Head of Military Intelligence;Robert A. McClure;1933;1964;1999;SL;Political Specialist;Very High;1000;X
935007;Chief of Staff;Joseph T. McNarney;1933;1964;1999;SL;School of Manoeuvre;Very High;1001;X
935008;Chief of Army;Lucian K. Truscott;1933;1964;1999;SL;Decisive Battle Doctrine;Very High;L60352;X
935009;Chief of Navy;Robert L. Ghormley;1933;1964;1999;SL;Base Control Doctrine;Very High;L60406;X
935010;Chief of Air Force;John K. Cannon;1933;1964;1999;SL;Air Superiority Doctrine;Very High;L60495;X
935011;Head of State;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935012;Head of Government;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935013;Foreign Minister;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935014;Minister of Armament;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935015;Minister of Security;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935016;Head of Military Intelligence;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935017;Chief of Staff;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935018;Chief of Army;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935019;Chief of Navy;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935020;Chief of Air Force;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknown;X
935021;Head of State;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935022;Head of Government;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935023;Foreign Minister;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935024;Minister of Armament;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935025;Minister of Security;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935026;Head of Military Intelligence;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935027;Chief of Staff;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935028;Chief of Army;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935029;Chief of Navy;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
935030;Chief of Air Force;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknown;X
