U11;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
870001;Minister of Armament;Vincent Auriol;1933;1964;1999;LWR;Supporter of Devaluation;High;5901;X
870002;Minister of Security;Marx Dormoy;1933;1964;1999;LWR;Opposer of the far right;Medium;M2005;X
870003;Head of Military Intelligence;Joseph Paganon;1933;1964;1999;LWR;Political Specialist;Medium;M2006;X
870004;Chief of Staff;Maurice Gamelin;1933;1964;1999;LWR;Fortifications Supporter;Very High;5902;X
870005;Chief of Army;Maurice Gamelin;1933;1964;1999;LWR;Static Defense Supporter;Very High;5902;X
870006;Chief of Air Force;Victor Denain;1933;1964;1999;LWR;Carpet Bombing Doctrine;Medium;M2010;X
870007;Head of State;Vincent Auriol;1933;1964;1999;LWR;Autocratic Charmer;High;5901;X
870008;Head of State;Daniel Mayer;1933;1964;1999;LWR;Weary Stiffneck;High;M2023;X
870009;Head of State;Maurice Thorez;1933;1964;1999;ST;Powerhungry Demagogue;High;M2011;X
870010;Head of Government;Leon Blum;1933;1964;1999;LWR;Naive Optimist;High;M2033;X
870011;Head of Government;Felix Gouin;1933;1964;1999;LWR;Smiling Oilman;High;M2034;X
870012;Head of Government;Paul Ramadier;1933;1964;1999;LWR;Ambitious Union Boss;High;M2035;X
870013;Head of Government;Paul Reynaud;1933;1964;1999;LWR;Political Protege;High;M2038;X
870014;Head of Government;Jacques Duclos;1933;1964;1999;ST;Backroom Backstabber;High;M2012;X
870015;Head of Government;Marcel Cachin;1933;1964;1999;ST;Silent Workhorse;High;M2017;X
870016;Foreign Minister;Joseph Paul Boncour;1933;1964;1999;LWR;Ideological Crusader;Medium;M2049;X
870017;Foreign Minister;Pierre Comert;1933;1964;1999;LWR;The Cloak N Dagger Schemer;Medium;M2050;X
870018;Foreign Minister;Leon Blum;1933;1964;1999;LWR;Apologetic Clerk;Very High;M2033;X
870019;Foreign Minister;Yvon Delbos;1933;1964;1999;LWR;Supporter of friendly relations;Medium;M2048;X
870020;Foreign Minister;Georges Bonnet;1933;1964;1999;LWR;Iron Fisted Brute;Medium;M2053;X
870021;Foreign Minister;Paul Reynaud;1933;1964;1999;LWR;Ideological Crusader;Undying;M2038;X
870022;Foreign Minister;Marcel Cachin;1933;1964;1999;ST;Biased Intellectual;Very High;M2017;X
870023;Foreign Minister;Marcel Gitton;1933;1964;1999;ST;Apologetic Clerk;Medium;M2020;X
870024;Foreign Minister;Laurent Casenove;1933;1964;1999;ST;Great Compromiser;Medium;M2064;X
870025;Foreign Minister;Jacques Duclos;1933;1964;1999;ST;Ideological Crusader;Very High;M2012;X
870026;Minister of Armament;Jean Louis Barthou;1933;1964;1999;LWR;Military Entrepreneur;Medium;M2069;X
870027;Minister of Armament;Leon Jouhaux;1933;1964;1999;LWR;Strategic Air Proponent;Medium;M2070;X
870028;Minister of Armament;Guy Mollet;1933;1964;1999;LWR;Keynesian economy;Medium;M2071;X
870029;Minister of Armament;Andre Le Troquer;1933;1964;1999;LWR;Resource Industrialist;Medium;M2072;X
870030;Minister of Armament;Raoul Dautry;1933;1964;1999;LWR;Theoretical Scientist;High;M2073;X
870031;Minister of Armament;Louis Loucheur;1933;1964;1999;LWR;Construction magnate;Medium;M2074;X
870032;Minister of Armament;Marcel Hoden;1933;1964;1999;LWR;Air Superiority Proponent;Medium;M2076;X
870033;Minister of Armament;Georges Bonnet;1933;1964;1999;LWR;Opposer to military spending;Medium;M2053;X
870034;Minister of Armament;George Levy;1933;1964;1999;ST;Administrative Genius;Medium;M2014;X
870035;Minister of Armament;Laurent Casenove;1933;1964;1999;ST;Theoretical Scientist;Medium;M2064;X
