U04;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
835001;Head of State;Emile Eddeh;1933;1964;1999;SL;Pig-headed Isolationist;High;M529001;X
835002;Head of Government;Ayoub Thabet;1933;1964;1999;SL;Old General;High;M529002;X
835003;Minister of Armament;Alfred Nacchache;1933;1964;1999;SL;Air to Ground Proponent;Medium;M529004;X
835004;Minister of Security;Khaled Chehab;1940;1964;1999;SL;Prince of Terror;Medium;M529005;X
835005;Chief of Staff;Adrien Peltier;1933;1964;1999;SL;School of Manoeuvre;Medium;M529007;X
835006;Chief of Army;Alfred Cazaud;1933;1964;1999;SL;Decisive Battle Doctrine;Medium;M529008;X
835007;Chief of Navy;Achille Peretti;1933;1964;1999;SL;Power Projection Doctrine;Medium;M529009;X
835008;Chief of Air Force;Henri Soulat;1933;1964;1999;SL;Naval Aviation Doctrine;Medium;M529010;X
835009;Head of State;Alfred Nacchache;1940;1964;1999;SC;Autocratic Charmer;High;M529004;X
835010;Head of State;Charles Debbas;1933;1964;1999;PA;Die-hard Reformer;High;M529014;X
835011;Head of Government;Khaled Chehab;1940;1964;1999;ML;Political Protege;High;M529005;X
835012;Head of Government;Alfred Nacchache;1941;1964;1999;SL;Ambitious Union Boss;High;M529004;X
835013;Head of Government;Petro Trad;1943;1964;1999;SL;Smiling Oilman;High;M529022;X
835014;Foreign Minister;Jacques Baumel;1940;1964;1999;SC;Iron Fisted Brute;High;M529032;X
835015;Foreign Minister;Emile Eddeh;1933;1964;1999;PA;Ideological Crusader;High;M529001;X
835016;Minister of Armament;Khaled Chehab;1940;1964;1999;SC;Corrupt Kleptocrat;Medium;M529005;X
835017;Chief of Staff;Antoine Harb;1944;1964;1999;SL;School of Mass Combat;Medium;M529052;X
835018;Chief of Staff;Iskander Ghanem;1940;1964;1999;SC;School of Defence;Medium;M529053;X
835019;Chief of Staff;Nicolas Rouminatzoff;1933;1964;1999;PA;School of Psychology;Medium;M529054;X
835020;Chief of Army;Jamil Lahoud;1944;1964;1999;SL;Armoured Spearhead Doctrine;Medium;M529055;X
835021;Chief of Army;Fouad Chehab;1940;1964;1999;SC;Guns and Butter Doctrine;Medium;M529056;X
835022;Chief of Army;Rashrash Azzam;1933;1964;1999;PA;Elastic Defence Doctrine;Medium;M529057;X
835023;Chief of Navy;Louis Finet;1941;1964;1999;SL;Indirect Approach Doctrine;Medium;M529058;X
835024;Chief of Air Force;Slimane Naoufai;1944;1964;1999;SL;Air Superiority Doctrine;Medium;M529045;X
835025;Chief of Air Force;Emile Boustany;1940;1964;1999;SC;Air Superiority Doctrine;Medium;M529062;X
835026;Chief of Air Force;Petro Trad;1933;1964;1999;PA;Army Aviation Doctrine;Medium;M529022;X
835027;Head of Government;Henri Dentz;1933;1964;1999;PA;Old General;High;L24059;X
835028;Head of Military Intelligence;Henri Dentz;1933;1964;1999;PA;Logistics Specialist;High;L24059;X
835029;Chief of Staff;Henri Dentz;1933;1964;1999;PA;School of Defence;High;L24059;X
835030;Head of State;Camille Chamoun;1952;1964;1999;SC;Powerhungry Demagogue;High;M529070;X
835031;Foreign Minister;Fouad Chehab;1950;1964;1999;SC;General Staffer;High;M529056;X
835032;Head of Government;Damien Comte de Martel;1933;1964;1999;SL;Ambitious Union Boss;High;M528002;X
835033;Foreign Minister;Jamil Mardam Bay;1933;1964;1999;SL;Great Compromiser;High;M528003;X
835034;Minister of Security;Yves Morandat;1933;1964;1999;SL;Crooked Kleptocrat;Medium;M528005;X
835035;Head of Military Intelligence;Damien Comte de Martel;1933;1964;1999;SL;Logistics Specialist;Medium;M528002;X
835036;Chief of Staff;Henri Amiel;1933;1964;1999;SL;School of Manoeuvre;Medium;M528007;X
835037;Chief of Army;Gabriel Puaux;1933;1964;1999;SL;Armoured Spearhead Doctrine;Medium;M528008;X
835038;Chief of Navy;Yves Carre de Lusancay;1933;1964;1999;SL;Base Control Doctrine;Medium;M528009;X
835039;Chief of Air Force;Christian Coudray;1933;1964;1999;SL;Naval Aviation Doctrine;Medium;M528010;X
835040;Head of Government;Henri Dentz;1933;1964;1999;PA;Old General;High;L24059;X
835041;Head of Government;Gabriel Puaux;1938;1964;1999;SL;Silent Workhorse;High;M528008;X
835042;Head of Government;Georges Catroux;1941;1964;1999;SL;Old General;High;L24029;X
835043;Head of Government;Yves Chataigneau;1943;1964;1999;SL;Corporate Suit;High;M528020;X
