U46;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1045001;Head of State;Arthur Seyss-Inquart;1933;1964;1999;NS;Reichskommissar;Very High;M58;X
1045002;Head of Government;Anton Mussert;1933;1964;1999;NS;Ambitious Union Boss;High;M8011;X
1045003;Foreign Minister;Arthur Seyss-Inquart;1933;1964;1999;NS;Iron fisted Brute;Very High;M58;X
1045004;Minister of Armament;Hans Fischböck;1933;1964;1999;NS;Laissez-Faire Capitalist;High;7213;X
1045005;Minister of Security;Hanns Albin Rauter;1933;1964;1999;NS;Efficient Sociopath;Very High;7214;X
1045006;Head of Military Intelligence;Wilhelm Harster;1933;1964;1999;NS;Industrial Specialist;High;7215;X
1045007;Chief of Staff;Friedrich Christiansen;1933;1964;1999;NS;School of Fire Support;Very High;L615;X
1045008;Chief of Army;Friedrich Christiansen;1933;1964;1999;NS;Decisive Battle Doctrine;Very High;L615;X
1045009;Chief of Navy;Erich Raeder;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1045010;Chief of Air Force;Hermann Göring;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
1045011;Foreign Minister;Anton Mussert;1933;1964;1999;NS;The Cloak N Dagger Schemer;High;M8011;X
