U06;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
845001;Head of State;Arthur Greiser;1933;1964;1999;NS;Powerhungry Demagogue;Very High;3388;X
845002;Head of Government;Arthur Greiser;1933;1964;1999;NS;Silent Workhorse;Very High;3388;X
845003;Foreign Minister;Arthur Greiser;1933;1964;1999;NS;Biased Intellectual;Very High;3388;X
845004;Minister of Armament;Julius Hoppenrath;1933;1964;1999;FA;Laissez-Faire Capitalist;High;3389;X
845005;Minister of Security;Willibald Wiercinski-Keiser;1933;1964;1999;SC;Silent Lawyer;High;3390;X
845006;Head of Military Intelligence;Arthur Greiser;1933;1964;1999;NS;Dismal Enigma;High;3388;X
845007;Chief of Staff;Arthur Greiser;1933;1964;1999;NS;School of Manoeuvre;High;3388;X
845008;Chief of Army;Arthur Greiser;1933;1964;1999;NS;Elastic Defence Doctrine;High;3388;X
845009;Chief of Navy;Johan A. Nederbragt;1933;1964;1999;SC;Open Seas Doctrine;High;unknownminister;X
845010;Chief of Air Force;Arthur Greiser;1933;1964;1999;NS;Army Aviation Doctrine;High;3388;X
845011;Head of State;Ernst Ziehm;1914;1962;1999;PA;Popular Figurehead;Very High;5774;X
845012;Head of Government;Ernst Ziehm;1914;1962;1999;PA;Silent Workhorse;Very High;5774;X
845013;Foreign Minister;Ernst Ziehm;1914;1962;1999;PA;Biased Intellectual;Very High;5774;X
845014;Head of State;Hermann Rauschning;1924;1935;1999;NS;Autocratic Charmer;Low;5775;X
845015;Head of Government;Hermann Rauschning;1924;1935;1999;NS;Flamboyant Tough Guy;Low;5775;X
845016;Foreign Minister;Hermann Rauschning;1924;1935;1999;NS;Ideological Crusader;Low;5775;X
845017;Head of State;Albert Forster;1939;1964;1999;NS;Stern Imperialist;Very High;5776;X
845018;Head of Government;Albert Forster;1939;1964;1999;NS;Political Protege;Very High;5776;X
845019;Foreign Minister;Albert Forster;1939;1964;1999;NS;Iron Fisted Brute;Very High;5776;X
