U76;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1195001;Chief of Air Force;Lionel Rees;1933;1964;1999;ML;Air Superiority Doctrine;Very High;8654;X
1195002;Chief of Air Force;Caspar John;1945;1964;1999;SL;Naval Aviation Doctrine;Very High;8598;X
1195003;Chief of Air Force;Charles Longcroft;1933;1964;1999;SD;Army Aviation Doctrine;Very High;unknownminister;X
1195004;Chief of Army;Lewis Pugh Evans;1933;1964;1999;ML;Guns and Butter Doctrine;Very High;8653;X
1195005;Chief of Army;Cyril Coleman;1943;1964;1999;SL;Decisive Battle Doctrine;Very High;8650;X
1195006;Chief of Navy;Morrice James;1944;1964;1999;SD;Base Control Doctrine;Very High;8602;X
1195007;Chief of Navy;Sven Hansen;1933;1964;1999;ML;Open Seas Doctrine;Very High;unknownminister;X
1195008;Chief of Navy;Caspar John;1945;1964;1999;SL;Decisive Naval Battle Doctrine;Very High;8598;X
1195009;Chief of Staff;Lewis Pugh Evans;1933;1964;1999;ML;School of Psychology;Very High;8653;X
1195010;Chief of Staff;Cyril Coleman;1943;1964;1999;SL;School of Fire Support;Very High;8650;X
1195011;Chief of Staff;Ambrose Bebb;1933;1964;1999;FA;School of Manoeuvre;Medium;8581;X
1195012;Foreign Minister;Cuthbert Alport;1933;1964;1999;SC;Great Compromiser;Very High;8649;X
1195013;Foreign Minister;James Henry Thomas;1933;1964;1999;SD;The Cloak N Dagger Schemer;Very High;8652;X
1195014;Foreign Minister;Huw T. Edwards;1933;1964;1999;SD;Great Compromiser;Very High;8600;X
1195015;Foreign Minister;Morrice James;1939;1964;1999;ML;General Staffer;Very High;8602;X
1195016;Foreign Minister;John Saunders Lewis;1934;1964;1999;PA;Biased Intellectual;High;8603;X
1195017;Head of Government;David Lloyd George;1933;1964;1999;ML;Flamboyant Tough Guy;Very High;8648;X
1195018;Head of Government;James Henry Thomas;1933;1964;1999;SD;Ambitious Union Boss;Very High;8652;X
1195019;Head of Government;David Rhys Grenfell;1934;1964;1999;LWR;Ambitious Union Boss;Very High;8599;X
1195020;Head of Government;Edward Jeffrey Hamm;1941;1964;1999;FA;Ambitious Union Boss;Medium;unknownminister;X
1195021;Head of Government;John Saunders Lewis;1944;1964;1999;PA;Naive Optimist;High;8603;X
1195022;Head of Military Intelligence;Lewis Pugh Evans;1933;1964;1999;ML;Logistics Specialist;Very High;8653;X
1195023;Head of State;David Lloyd George;1933;1964;1999;ML;Die-hard Reformer;Very High;8648;X
1195024;Head of State;James Henry Thomas;1933;1964;1999;SD;Pig-headed Isolationist;Very High;8652;X
1195025;Head of State;Augustus John;1933;1964;1999;LWR;Popular Figurehead;Very High;8601;X
1195026;Head of State;John Saunders Lewis;1930;1964;1999;PA;Barking Buffoon;High;8603;X
1195027;Minister of Armament;David Lloyd George;1933;1964;1999;ML;Military Entrepreneur;Very High;8648;X
1195028;Minister of Armament;Ifor Davies;1933;1964;1999;SD;Administrative Genius;Very High;unknownminister;X
1195029;Minister of Security;Isaac Daniel Hooson;1933;1964;1999;SL;Silent Lawyer;Very High;8651;X
1195030;Minister of Security;Aneurin Bevan;1945;1964;1999;LWR;Man of the People;Very High;unknownminister;X
1195031;Minister of Security;Edward Jeffrey Hamm;1940;1964;1999;FA;Crime Fighter;Medium;unknownminister;X
1195032;Head of State;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195033;Head of Government;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195034;Foreign Minister;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195035;Minister of Armament;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195036;Minister of Security;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195037;Head of Military Intelligence;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195038;Chief of Staff;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195039;Chief of Army;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195040;Chief of Navy;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195041;Chief of Air Force;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1195042;Head of State;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1195043;Head of Government;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1195044;Foreign Minister;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1195045;Minister of Armament;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1195046;Minister of Security;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1195047;Head of Military Intelligence;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
