U78;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1205001;Head of State;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1205002;Head of Government;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1205003;Foreign Minister;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1205004;Minister of Armament;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1205005;Minister of Security;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1205006;Head of Military Intelligence;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1205007;Chief of Staff;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1205008;Chief of Army;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1205009;Chief of Navy;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1205010;Chief of Air Force;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1205011;Head of State;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1205012;Head of Government;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1205013;Foreign Minister;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1205014;Minister of Armament;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1205015;Minister of Security;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1205016;Head of Military Intelligence;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1205017;Chief of Staff;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1205018;Chief of Army;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1205019;Chief of Navy;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1205020;Chief of Air Force;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1205021;Head of State;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1205022;Head of Government;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1205023;Foreign Minister;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1205024;Minister of Armament;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1205025;Minister of Security;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1205026;Head of Military Intelligence;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1205027;Chief of Staff;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1205028;Chief of Army;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1205029;Chief of Navy;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1205030;Chief of Air Force;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
