U83;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1230001;Head of State;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1230002;Head of Government;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1230003;Foreign Minister;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1230004;Minister of Armament;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1230005;Minister of Security;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1230006;Head of Military Intelligence;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1230007;Chief of Staff;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1230008;Chief of Army;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1230009;Chief of Navy;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1230010;Chief of Air Force;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1230011;Head of State;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1230012;Head of Government;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1230013;Foreign Minister;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1230014;Minister of Armament;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1230015;Minister of Security;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1230016;Head of Military Intelligence;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1230017;Chief of Staff;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1230018;Chief of Army;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1230019;Chief of Navy;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1230020;Chief of Air Force;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1230021;Head of State;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1230022;Head of Government;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1230023;Foreign Minister;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1230024;Minister of Armament;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1230025;Minister of Security;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1230026;Head of Military Intelligence;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1230027;Chief of Staff;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1230028;Chief of Army;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1230029;Chief of Navy;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1230030;Chief of Air Force;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
