U51;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1070001;Head of State;Heinrich Himmler;1941;1964;1986;NS;Pig-headed Isolationist;Very High;M108;X
1070002;Head of Government;Heinrich Himmler;1941;1964;1986;NS;old general;Very High;M108;X
1070003;Foreign Minister;Hermann Esser;1940;1964;1964;NS;Ideological Crusader;High;7769;x
1070004;Minister of Armament;Albert Speer;1941;1964;1964;NS;Genius organizer;Medium;2645;X
1070005;Minister of Security;Heinrich Himmler;1938;1964;1986;NS;SS Reichsfuhrer;Very High;M108;X
1070006;Head of Military Intelligence;Wilhelm Burgdorf;1945;1964;1964;NS;Political Specialist;High;L32;x
1070007;Chief of Navy;Wilhelm Marschall;1941;1964;1964;NS;Open Seas Doctrine;High;L407;X
1070008;Chief of Air Force;Robert Ritter von Greim;1941;1964;1964;NS;Air Superiority Doctrine;Medium;L475;X
1070009;Chief of Army;Paul Hausser;1941;1964;1964;NS;Armoured Spearhead Doctrine;Very High;L503;X
1070010;Chief of Staff;Hans Krebs;1941;1964;1964;NS;School of Defence;Medium;L170;X
1070011;Chief of Staff;Percy Zachariah Cox;1914;1932;1999;PA;School of Defence;Very High;6057;X
1070012;Chief of Navy;Percy Zachariah Cox;1914;1932;1999;PA;Base Control Doctrine;Very High;6057;X
