U12;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
875001;Head of State;Aneurin Bevan;1933;1964;1999;LE;Pig-headed Isolationist;High;M1021;X
875002;Head of Government;Clement Attlee;1933;1964;1999;LWR;Silent Workhorse;High;3818;X
875003;Head of Government;Harry Pollitt;1933;1964;1999;LE;Ambitious Union Boss;High;M1022;X
875004;Foreign Minister;Ernest Bevin;1933;1964;1999;LWR;The Cloak N Dagger Schemer;High;3820;X
875005;Foreign Minister;Herbert Morrison;1933;1964;1999;LWR;Biased Intellectual;High;3821;X
875006;Foreign Minister;Rajani Palme Dutt;1933;1964;1999;LE;Biased Intellectual;Medium;M1023;X
875007;Foreign Minister;Phil Piratin;1933;1964;1999;ST;The Cloak N Dagger Schemer;Medium;M1056;X
875008;Foreign Minister;D.N. Pritt;1933;1964;1999;ST;Apologetic Clerk;Medium;M1057;X
875009;Foreign Minister;Dave Springhall;1933;1964;1999;LE;Iron Fisted Brute;Medium;M1058;X
875010;Foreign Minister;Ian Mikardo;1933;1964;1999;LE;Ideological Crusader;Medium;M1059;X
875011;Minister of Armament;Hugh Dalton;1933;1964;1999;LWR;Resource Industrialist;Medium;M1065;X
875012;Minister of Armament;Clement Attlee;1933;1964;1999;LWR;Keynesian economy;Medium;3818;X
875013;Minister of Armament;Stafford Cripps;1933;1964;1999;LWR;Air to Ground Proponent;Medium;M1024;X
875014;Minister of Armament;Stafford Cripps;1933;1964;1999;LE;Mixed economy;Medium;M1024;X
875015;Minister of Armament;Leslie Solley;1933;1964;1999;ST;Resource Industrialist;Medium;M1075;X
875016;Minister of Armament;Arthur Horner;1933;1964;1999;ST;Planned economy proponent;Medium;M1076;X
875017;Minister of Armament;Jack Gaster;1933;1964;1999;ST;Submarine Proponent;Medium;M1077;X
875018;Minister of Armament;Abe Moffatt;1933;1964;1999;LE;Tank Proponent;Medium;M1078;X
875019;Minister of Armament;William Rust;1933;1964;1999;ST;Infantry Proponent;Medium;M1079;X
875020;Minister of Armament;Konnie Zilliacus;1933;1964;1999;LE;Air Superiority Proponent;Medium;M1080;X
875021;Minister of Security;Herbert Morrison;1933;1964;1999;LWR;Man of the People;Very High;3821;X
875022;Minister of Security;James Chuter Ede;1933;1964;1999;LWR;Prince of Terror;Very High;M1089;X
875023;Minister of Security;Violet Lansbury;1933;1964;1999;ST;Prince of Terror;Medium;M1095;X
875024;Minister of Security;Lester Hutchinson;1933;1964;1999;ST;Back Stabber;Medium;M1096;X
875025;Minister of Security;John Platts-Mills;1933;1964;1999;LE;Silent Lawyer;Medium;M1097;X
875026;Minister of Security;Sydney Silvermann;1933;1964;1999;ST;Man of the People;Medium;M1098;X
875027;Minister of Security;Barbara Castle;1933;1964;1999;LE;Crime Fighter;Medium;M1099;X
875028;Minister of Security;Kim Philby;1933;1964;1999;ST;Secret police chief;Very High;M1025;X
875029;Head of Military Intelligence;Brendan Bracken;1933;1964;1999;LWR;Political Specialist;Very High;M1087;X
875030;Head of Military Intelligence;William Gallacher;1933;1964;1999;LE;Industrial Specialist;High;M1111;X
875031;Head of Military Intelligence;Christopher Hill;1933;1964;1999;ST;Naval Intelligence Specialist;High;M1112;X
875032;Head of Military Intelligence;Aneurin Bevan;1933;1964;1999;LE;Dismal Enigma;High;M1021;X
875033;Head of Military Intelligence;Anthony Blunt;1933;1964;1999;LE;Political Specialist;Very High;M1026;X
875034;Head of Military Intelligence;Kim Philby;1933;1964;1999;ST;Technical Specialist;Very High;M1105;X
875035;Chief of Staff;Sir Lionel Ismay;1933;1964;1999;LWR;School of Fire Support;Very High;3829;X
875036;Chief of Staff;Archibald Nye;1933;1964;1999;LWR;School of Mass Combat;Very High;M1122;X
875037;Chief of Staff;Sir Bernard Montgomery;1933;1964;1999;LWR;School of Manoeuvre;Medium;M1123;X
875038;Chief of Staff;Tom Wintringham;1933;1964;1999;ST;School of Mass Combat;High;M1027;X
875039;Chief of Army;Sir Bernard Montgomery;1933;1964;1999;LWR;Armoured Spearhead Doctrine;Medium;M1123;X
875040;Chief of Army;Bill Alexander;1933;1964;1999;ST;Static Defence Doctrine;High;M1028;X
875041;Chief of Navy;Fred Copeman;1933;1964;1999;ST;Indirect Approach Doctrine;High;M1029;X
875042;Chief of Navy;Harry Pollitt;1933;1964;1999;ST;Decisive Naval Battle Doctrine;High;M1022;X
875043;Chief of Air Force;John Strachey;1933;1964;1999;ST;Carpet Bombing Doctrine;High;M1030;X
875044;Head of Government;David Lloyd George;1933;1964;1999;LWR;Naive Optimist;Very High;M1160;X
875045;Foreign Minister;Sir Archibald Sinclair;1933;1964;1999;LWR;Great Compromiser;High;M1161;X
875046;Minister of Security;Leo Amery;1933;1964;1999;LWR;Crime Fighter;High;M1162;X
875047;Chief of Air Force;Sir William Sholto Douglas;1933;1964;1999;LWR;Air Superiority Doctrine;High;L1479;X
875048;Minister of Armament;Albert V. Alexander;1933;1964;1999;LWR;Resource Industrialist;Medium;M1184;X
875049;Minister of Armament;Emanuel Shinwell;1933;1964;1999;LWR;Theoretical Scientist;Medium;M1185;X
875050;Head of State;George VI;1933;1964;1999;LWR;Benevolent Gentleman;High;M1033;X
875051;Head of State;Elizabeth II;1933;1964;1999;LWR;Popular Figurehead;High;M1182;X
875052;Head of Government;Hugh Gaitskell;1933;1964;1999;LWR;Naive Optimist;High;M1194;X
875053;Head of Government;Harold Wilson;1933;1964;1999;LWR;Ambitious Union Boss;High;M1195;X
875054;Foreign Minister;Alfred Robens;1933;1964;1999;LWR;Apologetic Clerk;Medium;M1199;X
875055;Foreign Minister;Aneurin Bevan;1933;1964;1999;LWR;Ideological Crusader;Medium;M1021;X
875056;Foreign Minister;Denis Healey;1933;1964;1999;LWR;Iron Fisted Brute;Medium;M1201;X
875057;Foreign Minister;Harold Wilson;1933;1964;1999;LWR;Ideological Crusader;Medium;M1195;X
875058;Foreign Minister;Patrick Gordon Walker;1933;1964;1999;LWR;Apologetic Clerk;Medium;M1203;X
875059;Minister of Armament;Harold Wilson;1933;1964;1999;LWR;Administrative Genius;Medium;M1195;X
875060;Minister of Armament;Denis Healey;1933;1964;1999;LWR;Resource Industrialist;Medium;M1201;X
875061;Minister of Security;Patrick Gordon Walker;1933;1964;1999;LWR;Silent Lawyer;High;M1203;X
875062;Minister of Security;Frank Pakenham;1933;1964;1999;LWR;Man of the People;High;M1216;X
875063;Head of Military Intelligence;James Callaghan;1933;1964;1999;LWR;Industrial Specialist;Very High;M1222;X
875064;Head of State;Edward VIII;1933;1964;1999;LWR;Autocratic Charmer;High;M1011;X
875065;Head of State;George VI;1933;1964;1999;LWR;Benevolent Gentleman;High;M1033;X
875066;Head of State;Elizabeth II;1933;1964;1999;LWR;Popular Figurehead;High;M1182;X
875067;Minister of Security;Arthur Horner;1933;1964;1999;ST;Health and safety;Medium;M1076;X
