U33;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
980001;Head of State;Giorgis Siantos;1933;1964;1999;ST;Popular Figurehead;High;M18021;X
980002;Head of State;Nikos Zahariadis;1944;1964;1999;ST;Autocratic Charmer;High;M18022;X
980003;Head of Government;Militiades Porphyrogins;1933;1964;1999;ST;Ambitious Union Boss;High;M18029;X
980004;Head of Government;Nikos Zahariadis;1941;1964;1999;ST;Smiling Oilman;High;M18022;X
980005;Head of Government;Evripidis Bakirtris;1944;1964;1999;ST;Happy Amateur;High;M18065;X
980006;Head of Government;Markos Vaphiadis;1946;1964;1999;ST;Backroom Backstabber;High;M18066;X
980007;Foreign Minister;Nikos Zahariadis;1933;1964;1999;ST;Ideological Crusader;Very High;M18022;X
980008;Foreign Minister;Militiades Porphyrogins;1946;1964;1999;ST;General Staffer;Very High;M18029;X
980009;Foreign Minister;Petros Rousos;1947;1964;1999;ST;Biased Intellectual;Very High;M18085;X
980010;Minister of Armament;Giorgis Siantos;1933;1964;1999;ST;Resource Industrialist;High;M18021;X
980011;Minister of Security;Giannes Ioannides;1933;1964;1999;ST;Prince of Terror;High;M18025;X
980012;Minister of Security;Markos Vaphiadis;1941;1964;1999;ST;Silent Lawyer;High;M18066;X
980013;Minister of Security;Stratos Payioumtzis;1945;1964;1999;ST;Efficient Sociopath;Medium;M18131;X
980014;Head of Military Intelligence;Giannes Ioannides;1933;1964;1999;ST;Political Specialist;High;M18025;X
980015;Head of Military Intelligence;Evripidis Bakirtris;1941;1964;1999;ST;Industrial Specialist;High;M18065;X
980016;Chief of Staff;Stephanos Sarafis;1933;1964;1999;ST;School of Mass Combat;High;M18027;X
980017;Chief of Army;Aris Velouchiotis;1933;1964;1999;ST;Decisive Battle Doctrine;High;M18028;X
980018;Chief of Navy;Militiades Porphyrogins;1933;1964;1999;ST;Decisive Naval Battle Doctrine;High;M18029;X
980019;Chief of Air Force;Nikos Beloyannis;1933;1964;1999;ST;Naval Aviation Doctrine;High;M18030;X
