U09;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
860001;Head of State;Franz Joseph I;1900;1916;1999;PA;Weary Old Emperor;Medium;3504;X
860002;Head of State;Karl I;1916;1922;1999;PA;die-hard reformer;Medium;3510;X
860003;Head of State;Maximilian Eugen von Österreich;1916;1952;1999;PA;benevolent gentleman;Medium;3516;X
860004;Head of Government;Alois Lexa von Aehrenthal;1900;1912;1999;PA;flamboyant tough guy;Medium;3494;X
860005;Head of Government;Leopold Berchtold;1900;1942;1999;PA;backroom backstabber;Medium;3514;X
860006;Head of Government;Stephan Burián von Rajecz;1900;1922;1999;PA;silent workhorse;Medium;3525;X
860007;Head of Government;Ottokar Czernin;1900;1932;1999;PA;smiling oilman;Medium;3521;X
860008;Head of Government;Gyula Andrássy;1900;1929;1999;PA;naive optimist;Medium;3508;X
860009;Head of Government;Ludwig von Flotow;1900;1948;1999;PA;corporate suit;Medium;3515;X
860010;Foreign Minister;Alois Lexa von Aehrenthal;1900;1912;1999;PA;iron fisted brute;Medium;3494;X
860011;Foreign Minister;Leopold Berchtold;1900;1942;1999;PA;general staffer;Medium;3514;X
860012;Foreign Minister;Stephan Burián von Rajecz;1900;1922;1999;PA;ideological crusader;Medium;3525;X
860013;Foreign Minister;Ottokar Czernin;1900;1932;1999;PA;great compromiser;Medium;3521;X
860014;Foreign Minister;Gyula Andrássy;1900;1929;1999;PA;apologetic clerk;Medium;3508;X
860015;Foreign Minister;Ludwig von Flotow;1900;1948;1999;PA;biased intellectual;Medium;3515;X
860016;Minister of Armament;Stephan Burián von Rajecz;1900;1922;1999;PA;corrupt kleptocrat;Medium;3525;X
860017;Minister of Armament;Leon Bilinski;1900;1923;1999;PA;resource industrialist;Medium;3513;X
860018;Minister of Armament;Ernest von Koerber;1900;1919;1999;PA;theoretical scientist;Medium;3502;X
860019;Minister of Armament;Konrad zu Hohenlohe-Schillingsfürst;1900;1918;1999;PA;Oil baron;Medium;3512;X
860020;Minister of Armament;Alexander Spitzmüller;1900;1953;1999;PA;Steel magnate;Medium;3491;X
860021;Minister of Armament;Paul Robert Kuh-Chrobak;1900;1931;1999;PA;Industrial chemist;Medium;unknownminister;X
860022;Minister of Armament;Franz Xaver von Schönaich;1900;1916;1999;PA;infantry proponent;Medium;3506;X
