U53;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1080001;Head of State;Hamdan bin Zayed bin Khalifa Al Nahyan;1912;1922;1999;PA;Stern Imperialist;Very High;unknownminister;X
1080002;Head of Government;Hamdan bin Zayed bin Khalifa Al Nahyan;1912;1922;1999;PA;Flamboyant Tough Guy;Very High;unknownminister;X
1080003;Foreign Minister;Hamdan bin Zayed bin Khalifa Al Nahyan;1912;1922;1999;PA;Ideological Crusader;Very High;unknownminister;X
1080004;Minister of Armament;Hamdan bin Zayed bin Khalifa Al Nahyan;1912;1922;1999;PA;Administrative Genius;Very High;unknownminister;X
1080005;Minister of Security;Hamdan bin Zayed bin Khalifa Al Nahyan;1912;1922;1999;PA;Man of the People;Very High;unknownminister;X
1080006;Head of Military Intelligence;Hamdan bin Zayed bin Khalifa Al Nahyan;1912;1922;1999;PA;Logistics Specialist;Very High;unknownminister;X
1080007;Head of State;Sultan bin Zayed Al Nahyan;1922;1926;1999;PA;Stern Imperialist;Very High;unknownminister;X
1080008;Head of Government;Sultan bin Zayed Al Nahyan;1922;1926;1999;PA;Flamboyant Tough Guy;Very High;unknownminister;X
1080009;Foreign Minister;Sultan bin Zayed Al Nahyan;1922;1926;1999;PA;Ideological Crusader;Very High;unknownminister;X
1080010;Minister of Armament;Sultan bin Zayed Al Nahyan;1922;1926;1999;PA;Administrative Genius;Very High;unknownminister;X
1080011;Minister of Security;Sultan bin Zayed Al Nahyan;1922;1926;1999;PA;Man of the People;Very High;unknownminister;X
1080012;Head of Military Intelligence;Sultan bin Zayed Al Nahyan;1922;1926;1999;PA;Logistics Specialist;Very High;unknownminister;X
1080013;Chief of Staff;Percy Zachariah Cox;1904;1932;1999;PA;School of Defence;Very High;6057;X
1080014;Chief of Army;Percy Zachariah Cox;1904;1932;1999;PA;Guns and Butter Doctrine;Very High;6057;X
1080015;Chief of Navy;Percy Zachariah Cox;1904;1932;1999;PA;Base Control Doctrine;Very High;6057;X
