U47;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1050001;Head of State;Josef Grohé;1933;1988;1988;NS;Reichskommissar;Very High;9296;X
1050002;Head of Government;Werner Best;1933;1964;1999;NS;Silent Workhorse;Very High;7216;X
1050003;Foreign Minister;Werner Best;1933;1964;1999;NS;Great Compromiser;Very High;7216;X
1050004;Minister of Armament;Eggert Reeder;1933;1964;1999;NS;Military Entrepreneur;High;7217;X
1050005;Minister of Security;Carl Oberg;1933;1964;1999;NS;Prince of Terror;Very High;7218;X
1050006;Head of Military Intelligence;Helmut Knochen;1933;1964;1999;NS;Political Specialist;High;7219;X
1050007;Chief of Staff;Otto von Stülpnagel;1933;1964;1999;NS;School of Defence;Very High;L835;X
1050008;Chief of Army;Otto von Stülpnagel;1933;1964;1999;NS;Static Defence Doctrine;High;L835;X
1050009;Chief of Navy;Erich Raeder;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1050010;Chief of Air Force;Hermann Göring;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
