U44;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1035001;Head of State;Hans Frank;1933;1964;1999;NS;Powerhungry Demagogue;Very High;3539;X
1035002;Head of Government;Josef Buhler;1933;1964;1999;NS;Political Protege;Very High;3541;X
1035003;Foreign Minister;Hans Frank;1933;1964;1999;NS;Ideological Crusader;Very High;3539;X
1035004;Minister of Armament;Hermann Senkowsky;1933;1964;1999;NS;Military Entrepreneur;High;7210;X
1035005;Minister of Security;Friedrich Wilhelm Kruger;1933;1964;1999;NS;Prince of Terror;Very High;3544;X
1035006;Head of Military Intelligence;Koppe Wilhelm;1933;1964;1999;NS;Logistics Specialist;High;3542;X
1035007;Chief of Staff;Curt Ludwig Freiherr von Gienanth;1933;1964;1999;NS;School of Defence;Very High;L813;X
1035008;Chief of Army;Curt Ludwig Freiherr von Gienanth;1933;1964;1999;NS;Decisive Battle Doctrine;Very High;L813;X
1035009;Chief of Navy;Erich Raeder;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1035010;Chief of Air Force;Hermann Göring;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
