U22;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
925001;Foreign Minister;Albert Olsen;1933;1964;1999;LE;General Staffer;High;M16023;X
925002;Minister of Armament;Niels Bohr;1933;1964;1999;LE;Theoretical Scientist;Very High;M16071;X
925003;Minister of Security;Børge Houmann;1933;1964;1999;LE;Efficient Sociopath;High;M16025;X
925004;Head of Military Intelligence;Niels Bohr;1933;1964;1999;LE;Technical Specialist;Very High;M16071;X
925005;Chief of Staff;Svend Wagner;1933;1964;1999;LE;School of Psychology;Low;M16027;X
925006;Chief of Army;Børge Thing;1933;1964;1999;LE;Elastic Defence Doctrine;High;M16028;X
925007;Head of State;Christian X;1933;1964;1999;LWR;Weary Stiffneck;High;M16001;X
925008;Head of Government;Thorvald Stauning;1933;1964;1999;LWR;Ambitious Union Boss;High;M16002;X
925009;Minister of Armament;Alsing Andersen;1933;1964;1999;LWR;laissez-faire capitalist;High;M16004;X
925010;Minister of Security;Karl Kristian Steincke;1933;1964;1999;LWR;Silent Lawyer;High;M16005;X
925011;Chief of Army;Erik With;1933;1964;1999;LWR;Static Defence Doctrine;High;2386;X
925012;Chief of Navy;Hjalmar Rechnitzer;1933;1964;1999;LWR;Indirect Approach Doctrine;High;M16009;X
925013;Head of Government;Vilhelm Buhl;1933;1964;1999;LWR;Flamboyant Tough Guy;High;M16039;X
925014;Foreign Minister;Hans Hedtoft;1933;1964;1999;LWR;Great Compromiser;Very High;2389;X
925015;Minister of Armament;Vilhelm Buhl;1933;1964;1999;LWR;Battle Fleet Proponent;High;M16039;X
925016;Minister of Armament;Hans Hedtoft;1933;1964;1999;LWR;Resource Industrialist;Very High;2389;X
925017;Minister of Armament;Viggo Kampmann;1933;1964;1999;LWR;Administrative Genius;Very High;M16062;X
925018;Minister of Security;Thorvald Stauning;1933;1964;1999;LWR;Crime Fighter;Very High;M16002;X
925019;Head of Military Intelligence;Ejnar Wærum;1933;1964;1999;LWR;Dismal Enigma;Very High;M16088;X
925020;Head of Military Intelligence;H.C. Hansen;1933;1964;1999;LWR;Technical Specialist;Very High;M16091;X
925021;Chief of Staff;Hans A. Rolsted;1933;1964;1999;LWR;School of Mass Combat;High;M16100;X
925022;Chief of Staff;Vilhelm La Cour;1933;1964;1999;LWR;School of Psychology;High;M16102;X
925023;Chief of Army;Christian X;1933;1964;1999;LWR;Decisive Battle Doctrine;Low;M16001;X
925024;Chief of Army;Peter Christian Schou;1933;1964;1999;LWR;Guns and Butter Doctrine;High;M16074;X
925025;Chief of Air Force;Jens Otto Krag;1933;1964;1999;LWR;Vertical Envelopment Doctrine;Very High;M16128;X
925026;Chief of Air Force;Kaj Birksted;1933;1964;1999;LWR;Air Superiority Doctrine;Very High;M16129;X
925027;Head of State;Frederik IX;1933;1964;1999;LWR;Autocratic Charmer;High;M16138;X
925028;Head of Government;Hans Hedtoft;1933;1964;1999;LWR;Happy Amateur;High;2389;X
925029;Foreign Minister;Gustav Rasmussen;1933;1964;1999;LWR;Biased Intellectual;Medium;M16053;X
925030;Minister of Armament;H.C. Hansen;1933;1964;1999;LWR;Submarine Proponent;High;M16091;X
925031;Minister of Security;Alsing Andersen;1933;1964;1999;LWR;Compassionate Gentleman;High;M16004;X
925032;Foreign Minister;H.C. Hansen;1933;1964;1999;LWR;Ideological Crusader;Medium;M16091;X
925033;Minister of Armament;Johannes Kjærbøll;1933;1964;1999;LWR;Military Entrepreneur;High;M16151;X
925034;Head of State;Aksel Larsen;1933;1964;1999;ST;Powerhungry Demagogue;High;M16021;X
925035;Head of Government;Aksel Larsen;1933;1964;1999;ST;Backroom Backstabber;High;M16021;X
925036;Foreign Minister;Ib Nørlund;1933;1964;1999;ST;Iron Fisted Brute;High;M16056;X
925037;Minister of Armament;Alfred Jensen;1933;1964;1999;ST;Tank Proponent;High;M16024;X
925038;Minister of Security;Knud Jespersen;1933;1964;1999;ST;Man of the People;High;M16086;X
925039;Head of Military Intelligence;Eigil Larsen;1933;1964;1999;ST;Naval Intelligence Specialist;High;M16026;X
925040;Chief of Navy;Knud Jespersen;1933;1964;1999;ST;Power Projection Doctrine;High;M16086;X
925041;Chief of Air Force;Aksel Larsen;1933;1964;1999;ST;Air Superiority Doctrine;Very High;M16021;X
