U66;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1145001;Head of State;Alchiviad I;1933;1964;1999;PA;Barking Buffoon;High;9297;X
1145002;Head of Government;Alchiviad Diamandi di Samarina;1933;1964;1999;PA;Local tyrant;High;9297;X
1145003;Foreign Minister;Nicola Matushi;1933;1964;1999;PA;Great Compromiser;High;9300;X
1145004;Minister of Armament;Gachi Papas;1933;1964;1999;PA;Resource Industrialist;High;unknownminister;X
1145005;Minister of Security;Rapoutikas Vassilis;1933;1964;1999;PA;Crime Fighter;High;unknownminister;X
1145006;Head of Military Intelligence;Niko Teleionis;1933;1964;1999;PA;Dismal Enigma;Medium;unknownminister;X
1145007;Chief of Staff;Alchiviad Diamandi di Samarina;1933;1964;1999;PA;School of Manoeuvre;High;9297;X
1145008;Chief of Army;Alfredo Guzzoni;1933;1964;1999;PA;Elastic Defence Doctrine;High;M3067;X
1145009;Chief of Navy;Arturo Riccardi;1933;1964;1999;PA;Decisive Naval Battle Doctrine;High;M3149;X
1145010;Chief of Air Force;Rino Fougier;1933;1964;1999;PA;Army Aviation Doctrine;Very High;M3161;X
1145011;Chief of Staff;Alfredo Guzzoni;1933;1964;1999;PA;School of Manoeuvre;High;M3067;X
1145012;Chief of Staff;Pietro Badoglio;1933;1964;1999;PA;School of Mass Combat;High;M3125;X
1145013;Chief of Army;Rodolfo Graziani;1933;1964;1999;PA;Static Defence Doctrine;High;M508008;X
1145014;Chief of Navy;Domenico Cavagnari;1933;1964;1999;PA;Old School Admiral;High;6382;X
1145015;Chief of Air Force;Italo Balbo;1933;1964;1999;PA;Air Superiority Doctrine;Very High;L6194;X
1145016;Head of State;Gyula Cseszneky;1933;1964;1999;PA;Benevolent Gentleman;High;9299;X
1145017;Head of Government;Gyula Cseszneky;1933;1964;1999;PA;Backroom Backstabber;High;9299;X
1145018;Foreign Minister;Virgiliu Balamace;1933;1964;1999;PA;Biased Intellectual;High;unknownminister;X
1145019;Minister of Armament;Gachi Papas;1933;1964;1999;PA;Resource Industrialist;High;unknownminister;X
1145020;Minister of Security;Rapoutikas Vassilis;1933;1964;1999;PA;Crime Fighter;High;unknownminister;X
1145021;Head of Military Intelligence;Niko Teleionis;1933;1964;1999;PA;Dismal Enigma;Medium;unknownminister;X
1145022;Chief of Staff;Ion Antonescu;1933;1964;1999;PA;School of Mass Combat;High;M22012;X
1145023;Chief of Army;Mihail Lascar;1933;1964;1999;PA;Elastic Defence Doctrine;High;M22027;X
1145024;Chief of Navy;Horia Macellariu;1933;1964;1999;PA;Indirect Approach Doctrine;High;M22019;X
1145025;Chief of Air Force;Emanoil Ionescu;1933;1964;1999;PA;Army Aviation Doctrine;Very High;M22030;X
1145026;Chief of Staff;Mihail Lascar;1933;1964;1999;PA;School of Fire Support;High;M22027;X
1145027;Chief of Army;Ion Antonescu;1933;1964;1999;PA;Static Defence Doctrine;High;M22012;X
1145028;Chief of Air Force;Gheorghe Jienescu;1933;1964;1999;PA;Air Superiority Doctrine;Very High;9298;X
1145029;Head of State;Nicola Matushi;1933;1964;1999;PA;Popular Figurehead;High;9300;X
1145030;Head of Government;Nicola Matushi;1933;1964;1999;PA;Local tyrant;High;9300;X
1145031;Foreign Minister;Toli Hatzis;1933;1964;1999;PA;Apologetic Clerk;High;9301;X
1145032;Minister of Armament;Niko Teleionis;1933;1964;1999;PA;Administrative Genius;High;unknownminister;X
1145033;Minister of Security;Vasilakis Georgios;1933;1964;1999;PA;Man of the People;High;unknownminister;X
