U02;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
825001;Head of State;Victor Lord Linlithgow;1933;1964;1999;ML;Stern Imperialist;High;M59001;X
825002;Head of Government;John Edward Golightly;1933;1964;1999;ML;Silent Workhorse;High;M59002;X
825003;Foreign Minister;Sir Jilendra Vayaphrasattar;1933;1964;1999;ML;Iron Fisted Brute;High;M59003;X
825004;Minister of Armament;Anyang Bhula;1933;1964;1999;ML;Air Superiority Proponent;Very High;M59004;X
825005;Minister of Security;George H. Douglas;1933;1964;1999;ML;Man of the People;Medium;M59005;X
825006;Head of Military Intelligence;Archibald Angus;1933;1964;1999;ML;Political Specialist;Very High;M59006;X
825007;Chief of Staff;Victor Lord Linlithgow;1933;1964;1999;ML;School of Defence;Medium;M59007;X
825008;Chief of Army;Arthur A. Barrett;1933;1964;1999;ML;Static Defence Doctrine;High;M59008;X
825009;Chief of Navy;William E. Parry;1933;1964;1999;ML;Power Projection Doctrine;Very High;L1378;X
825010;Chief of Air Force;Bruce W. McPherson;1933;1964;1999;ML;Vertical Envelopment Doctrine;High;M59010;X
825011;Head of State;Lord Louis Mountbatten;1945;1964;1999;SL;Popular Figurehead;High;M59033;X
825012;Head of State;Archibald Wavell;1942;1964;1999;ML;Resigned Generalissimo;High;M59034;X
825013;Head of Government;Michael Morris;1933;1964;1999;SL;Happy Amateur;High;M59038;X
825014;Head of Government;Dr. John Mathai;1945;1964;1999;SL;Corporate Suit;High;M59039;X
825015;Foreign Minister;Bahadur Jayla of Khoch Bahur;1933;1964;1999;SL;Apologetic Clerk;High;M59048;X
825016;Foreign Minister;Agha Khan III;1933;1964;1999;PA;Great Compromiser;Medium;M59051;X
825017;Minister of Armament;Michael Morris;1933;1964;1999;SL;Laissez-Faire Capitalist;Medium;M59038;X
825018;Minister of Armament;Dr. John Mathai;1940;1964;1999;SL;Theoretical Scientist;Medium;M59039;X
825019;Minister of Armament;Sir Chhotu Ram;1938;1964;1999;PA;Air Superiority Proponent;High;M59026;X
825020;Minister of Security;Nizam Osman of Hyderabad;1933;1964;1999;ML;Prince of Terror;Very High;M59015;X
825021;Minister of Security;Muhammed Mujeeb;1938;1964;1999;ML;Back Stabber;low;M59073;X
825022;Minister of Security;Ajoy Kumar Ghosh;1942;1964;1999;PA;Efficient Sociopath;Very Low;M59023;X
825023;Head of Military Intelligence;Stephen Hope Carlill;1945;1964;1999;SL;Naval Intelligence Specialist;Medium;L1356;X
