U37;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1000001;Head of State;Adolf Friedrich of Mecklenburg;1914;1970;1970;PA;weary stiffneck;Very High;9236;X
1000002;Head of Government;Adolf Pilar von Pilchau;1914;1926;1926;PA;silent workhorse;Very High;9237;X
1000003;Head of Government;Eduard von Dellingshausen;1925;1940;1940;PA;political protege;Very High;9239;X
1000004;Head of Government;Adolf Friedrich of Mecklenburg;1939;1970;1970;PA;flamboyant tough guy;Very High;9236;X
1000005;Foreign Minister;Heinrich von Stryk;1914;1939;1939;PA;ideological crusader;Very High;9238;X
1000006;Foreign Minister;Silvio Broedrich;1914;1953;1953;PA;apologetic clerk;Very High;unknownminister;X
1000007;Foreign Minister;Alfred von Schilling;1914;1923;1923;PA;iron fisted brute;Very High;unknownminister;X
1000008;Foreign Minister;Wilhelm von Fircks;1914;1934;1934;PA;great compromiser;Very High;unknownminister;X
1000009;Foreign Minister;Eduard von Dellingshausen;1914;1940;1940;PA;the cloak n dagger schemer;Very High;9239;X
1000010;Minister of Armament;Caesar von Schilling;1914;1999;1999;PA;laissez-faire capitalist;Very High;unknownminister;X
1000011;Minister of Armament;Lothar Hans Schoeler;1914;1946;1967;PA;infantry proponent;Very High;unknownminister;X
1000012;Minister of Armament;Robert Ehrhardt;1914;1999;1999;PA;resource industrialist;Very High;unknownminister;X
1000013;Minister of Armament;Georg Viktor Ernst von Taube;1914;1949;1949;PA;battle fleet proponent;Very High;unknownminister;X
1000014;Minister of Armament;Eugen Schwarz;1914;1941;1941;PA;military entrepreneur;Very High;unknownminister;X
1000015;Minister of Security;Arthur Eduard Reusner;1914;1941;1941;PA;silent lawyer;Very High;unknownminister;X
1000016;Minister of Security;Friedrich von Samson-Himmelstjerna;1914;1959;1959;PA;efficient sociopath;Very High;unknownminister;X
1000017;Minister of Security;Otto von Lilienfeld;1900;1941;1941;PA;crime fighter;Very High;9240;X
1000018;Head of Military Intelligence;Anatol Leonid von Lieven;1914;1938;1938;PA;logistics specialist;Very High;9241;X
1000019;Chief of Staff;Wolfert Gerhard von Rahden;1914;1944;1944;PA;school of defence;Very High;unknownminister;X
1000020;Chief of Staff;Richard von Hehn;1914;1939;1939;PA;school of psychology;Very High;unknownminister;X
1000021;Chief of Staff;Moritz Alexander Otto von Engelhardt;1914;1932;1932;PA;school of fire support;Very High;unknownminister;X
1000022;Chief of Staff;Otto Ernst Eckert;1914;1961;1961;PA;school of fire support;Very High;unknownminister;X
1000023;Chief of Army;Anatol Leonid von Lieven;1914;1938;1938;PA;static defence doctrine;Very High;9241;X
1000024;Chief of Navy;Archibald von Keyserling;1914;1952;1952;PA;decisive naval battle doctrine;Very High;9243;X
1000025;Chief of Navy;Georg Viktor Ernst von Taube;1900;1949;1949;PA;open seas doctrine;Very High;9242;X
