U87;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1250001;Head of Government;Wang Jingwei;1905;1945;1958;NS;Backroom Backstabber;Very High;M52041;X
1250002;Head of State;Wang Jingwei;1905;1945;1958;FA;Local tyrant2;Very High;M52041;X
1250003;Head of Government;Zhou Fohai;1933;1964;1999;FA;Political Protege;Very High;8142;X
1250004;Foreign Minister;Chu Minyi;1933;1964;1999;FA;Biased Intellectual;Very High;8143;X
1250005;Minister of Armament;Zhou Fohai;1933;1964;1999;FA;Resource Industrialist;Very High;8142;X
1250006;Minister of Security;Chen Gongbo;1926;1947;1968;FA;Crime Fighter;Very High;M52014;X
1250007;Head of Military Intelligence;Li Shiqun;1932;1944;1944;FA;Political Specialist;Very High;9433;X
1250008;Chief of Staff;Bao Wenyue;1931;1937;1958;FA;School of Mass Combat;Very High;9437;X
1250009;Chief of Army;Xiao Shuxuan;1933;1964;1999;FA;Static Defence Doctrine;Very High;8144;X
1250010;Chief of Air Force;Chen Changchu;1933;1964;1999;FA;Air Superiority Doctrine;Very High;M52020;X
1250011;Head of State;Chen Gongbo;1944;1964;1999;FA;Local tyrant2;High;M52014;X
1250012;Chief of Staff;Xiao Shuxuan;1933;1964;1999;FA;School of Defence;Very High;8144;X
1250013;Minister of Security;Ding Motun;1939;1964;1999;FA;Secret police chief;Very High;M52015;X
1250014;Chief of Air Force;Tada Hayao;1936;1964;1999;NS;Army Aviation Doctrine;Very High;8624;X
1250015;Chief of Army;Abe Nobuyuki;1940;1964;1999;PA;Elastic Defence Doctrine;Medium;8592;X
1250016;Chief of Army;Bao Wenyue;1931;1937;1958;FA;Static Defence Doctrine;Very High;9433;X
1250017;Chief of Army;Liang Hongzhi;1936;1964;1999;NS;Decisive Battle Doctrine;Very High;9132;X
1250018;Chief of Army;Wang Ying;1936;1964;1999;PA;Elastic Defence Doctrine;Very High;unknownminister;X
1250019;Chief of Army;Zhou Fohai;1933;1964;1999;FA;Guns and Butter Doctrine;Very High;8142;X
1250020;Chief of Navy;Hsien Kung-che;1936;1964;1999;FA;Open Seas Doctrine;Very High;unknownminister;X
1250021;Chief of Navy;Shen Hung-lieh;1936;1964;1999;NS;Decisive Naval Battle Doctrine;Very High;unknownminister;X
1250022;Chief of Staff;Abe Nobuyuki;1939;1964;1999;PA;School of Defence;Medium;8592;X
1250023;Chief of Staff;Tada Hayao;1936;1964;1999;FA;School of Manoeuvre;Very High;8624;X
1250024;Chief of Staff;Liang Hongzhi;1936;1964;1999;FA;School of Fire Support;Very High;9132;X
1250025;Chief of Staff;Qi Xieyuan;1937;1945;1945;FA;School of Fire Support;Low;M52017;X
