U50;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1065001;Head of State;Hussein bin Ali;1908;1924;1999;PA;Stern Imperialist;Very High;6038;X
1065002;Head of Government;Mehmet Vehib Kaci;1914;1915;1999;PA;Flamboyant Tough Guy;Very High;6042;X
1065003;Foreign Minister;Hussein bin Ali;1908;1924;1999;PA;Ideological Crusader;Very High;6038;X
1065004;Minister of Armament;Hussein bin Ali;1908;1924;1999;PA;Administrative Genius;Very High;6038;X
1065005;Minister of Security;Hussein bin Ali;1908;1924;1999;PA;Man of the People;Very High;6038;X
1065006;Head of Military Intelligence;Hussein bin Ali;1908;1924;1999;PA;Logistics Specialist;Very High;6038;X
1065007;Chief of Staff;Hussein bin Ali;1908;1924;1999;PA;School of Defence;Very High;6038;X
1065008;Chief of Army;Hussein bin Ali;1908;1924;1999;PA;Guns and Butter Doctrine;Very High;6038;X
1065009;Chief of Staff;Faisal bin Hussein bin Ali;1916;1933;1999;PA;School of Psychology;Very High;6039;X
1065010;Chief of Army;Faisal bin Hussein bin Ali;1916;1933;1999;PA;Static Defence Doctrine;Very High;6039;X
1065011;Chief of Staff;Thomas Edward Lawrence;1914;1925;1999;PA;School of Defence;Very High;6040;X
1065012;Chief of Army;Thomas Edward Lawrence;1914;1925;1999;PA;elastic defence doctrine;Very High;6040;X
1065013;Head of State;Ali Haydar;1914;1935;1999;PA;Stern Imperialist;Very High;6041;X
1065014;Head of Government;Ali Haydar;1914;1935;1999;PA;Naive Optimist;Very High;6041;X
1065015;Foreign Minister;Ali Haydar;1914;1935;1999;PA;Apologetic Clerk;Very High;6041;X
1065016;Minister of Armament;Ali Haydar;1914;1935;1999;PA;Corrupt Kleptocrat;Very High;6041;X
1065017;Minister of Security;Ali Haydar;1914;1935;1999;PA;Prince of Terror;Very High;6041;X
1065018;Head of Military Intelligence;Ali Haydar;1914;1935;1999;PA;Logistics Specialist;Very High;6041;X
1065019;Chief of Staff;Ali Haydar;1914;1935;1999;PA;School of Psychology;Very High;6041;X
1065020;Chief of Army;Ali Haydar;1914;1935;1999;PA;Decisive Battle Doctrine;Very High;6041;X
1065021;Head of Government;Hussein bin Ali;1908;1924;1999;PA;Flamboyant Tough Guy;Very High;6038;X
1065022;Head of Government;Ali Galip Pasiner;1915;1939;1999;PA;Flamboyant Tough Guy;Very High;6043;X
