U99;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1310001;Head of State;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1310002;Head of Government;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1310003;Foreign Minister;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1310004;Minister of Armament;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1310005;Minister of Security;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1310006;Head of Military Intelligence;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1310007;Chief of Staff;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1310008;Chief of Army;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1310009;Chief of Navy;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1310010;Chief of Air Force;Blue Shadow;1933;1964;1999;ML;Undistinguished Suit;Very High;unknownminister;X
1310011;Head of State;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1310012;Head of Government;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1310013;Foreign Minister;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1310014;Minister of Armament;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1310015;Minister of Security;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1310016;Head of Military Intelligence;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1310017;Chief of Staff;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1310018;Chief of Army;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1310019;Chief of Navy;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1310020;Chief of Air Force;Black Shadow;1933;1964;1999;FA;Undistinguished Suit;Very High;unknownminister;X
1310021;Head of State;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1310022;Head of Government;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1310023;Foreign Minister;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1310024;Minister of Armament;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1310025;Minister of Security;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1310026;Head of Military Intelligence;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1310027;Chief of Staff;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1310028;Chief of Army;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1310029;Chief of Navy;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
1310030;Chief of Air Force;Red Shadow;1933;1964;1999;LE;Undistinguished Suit;Very High;unknownminister;X
