U42;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1025001;Head of State;Arno Schickedanz;1933;1964;1999;NS;Reichskommissar;Very High;7208;X
1025002;Head of Government;Herbert Backe;1933;1964;1999;NS;Old General;Very High;3534;X
1025003;Foreign Minister;Arno Schickedanz;1933;1964;1999;NS;Biased Intellectual;Very High;7208;X
1025004;Minister of Armament;Albert Speer;1933;1964;1999;NS;Genius organizer;Medium;2645;X
1025005;Minister of Security;Gottlob Berger;1933;1964;1999;NS;Efficient Sociopath;Very High;3537;X
1025006;Head of Military Intelligence;Gottlob Berger;1933;1964;1999;NS;Political Specialist;Very High;3537;X
1025007;Chief of Staff;Paul Ludwig Ewald von Kleist;1933;1964;1999;NS;School of Manoeuvre;Very High;L310;X
1025008;Chief of Army;Paul Ludwig Ewald von Kleist;1933;1964;1999;NS;Armoured Spearhead Doctrine;Very High;L310;X
1025009;Chief of Navy;Erich Raeder;1933;1964;1999;NS;Decisive Naval Battle Doctrine;High;2642;X
1025010;Chief of Air Force;Hermann Göring;1933;1964;1999;NS;The Iron Knight;Very High;2643;X
