U35;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
990001;Chief of Air Force;Ignacio Hidalgo de Cisneros;1933;1964;1999;LWR;Air Superiority Doctrine;High;M11030;X
990002;Chief of Air Force;Pedro Fernández Checa;1938;1964;1999;ST;Army Aviation Doctrine;Medium;M11299;X
990003;Chief of Air Force;Vicente Uribe Galdeano;1938;1964;1999;ST;Vertical Envelopment Doctrine;Medium;M11114;X
990004;Chief of Air Force;Juan López Sánchez;1933;1964;1999;LE;Army Aviation Doctrine;Medium;M11119;X
990005;Chief of Air Force;Juan Peiró Belis;1937;1964;1999;LE;Carpet Bombing Doctrine;Medium;M11123;X
990006;Chief of Air Force;Ventura Gassol Rovíra;1939;1964;1999;LE;Vertical Envelopment Doctrine;Medium;M11326;X
990007;Chief of Air Force;Mariano Vázquez Rodríguez;1943;1964;1999;LE;Air Superiority Doctrine;Very High;M11206;X
990008;Chief of Air Force;Trifon Gómez San José;1937;1964;1999;LWR;Vertical Envelopment Doctrine;High;M11329;X
990009;Chief of Air Force;Indalecio Prieto Tuero;1943;1964;1999;LWR;Army Aviation Doctrine;High;M11331;X
990010;Chief of Army;Manuel Tagüeña Lacorte;1933;1964;1999;ST;Elastic Defence Doctrine;Very High;M11266;X
990011;Chief of Army;Enrique Líster Forján;1937;1964;1999;ST;Decisive Battle Doctrine;Very High;M11028;X
990012;Chief of Army;Juan Modesto Guilloto;1938;1964;1999;ST;Guns and Butter Doctrine;Very High;M11237;X
990013;Chief of Army;Antonio Cordón García;1938;1964;1999;ST;Static Defence Doctrine;Very High;M11238;X
990014;Chief of Army;Etelvino Vega Martínez;1939;1964;1999;ST;Armoured Spearhead Doctrine;Medium;M11116;X
990015;Chief of Army;Cipriano Mera Sanz;1933;1964;1999;LE;Static Defence Doctrine;Medium;M11244;X
990016;Chief of Army;Vicente Guarner Vivancos;1937;1964;1999;LE;Elastic Defence Doctrine;High;M11241;X
990017;Chief of Army;Miguel García Vivancos;1938;1964;1999;LE;Armoured Spearhead Doctrine;High;M11242;X
990018;Chief of Army;Francisco Ascaso Budría;1941;1964;1999;LE;Guns and Butter Doctrine;High;M11243;X
990019;Chief of Army;Buenaventura Durruti Dumange;1943;1964;1999;LE;Decisive Battle Doctrine;Medium;M11245;X
990020;Chief of Army;Juan Hernández Sarabia;1933;1964;1999;LWR;Guns and Butter Doctrine;High;7385;X
990021;Chief of Army;Vicente Rojo Lluch;1937;1964;1999;LWR;Decisive Battle Doctrine;Very High;M11247;X
990022;Chief of Army;Gustavo Durán Martínez;1938;1964;1999;LWR;Armoured Spearhead Doctrine;High;M11211;X
990023;Chief of Army;Arturo Mena Roig;1940;1964;1999;LWR;Elastic Defence Doctrine;Very High;M11249;X
990024;Chief of Army;Juan Perea Capulino;1940;1964;1999;LWR;Static Defence Doctrine;High;M11250;X
